Model Outputs
100
,,Sub5:LHeadAngles,,,Sub5:LNeckAngles,,,Sub5:LThoraxAngles,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z
,,deg,deg,deg,deg,deg,deg,deg,deg,deg
1,0,0.292122,0.118488,1.4871,-5.27498,0.319187,2.70431,4.97295,0.573767,4.17429
2,0,0.294998,0.115439,1.47664,-5.28258,0.322352,2.71507,4.97766,0.573124,4.17488
3,0,0.297989,0.111813,1.46336,-5.29109,0.326212,2.72843,4.98319,0.572363,4.17531
4,0,0.300706,0.107873,1.44786,-5.29978,0.330483,2.74366,4.98917,0.571499,4.17544
5,0,0.30283,0.103919,1.43111,-5.30797,0.33482,2.75968,4.99526,0.570557,4.17511
6,0,0.304131,0.100161,1.41424,-5.31516,0.33895,2.7753,5.00118,0.569564,4.17425
7,0,0.304454,0.0966267,1.3983,-5.321,0.342763,2.78949,5.00672,0.568528,4.17287
8,0,0.303746,0.0931863,1.38418,-5.32533,0.346282,2.80146,5.01179,0.567421,4.17108
9,0,0.302067,0.0896781,1.37259,-5.32816,0.349562,2.8107,5.01631,0.566203,4.1691
10,0,0.299533,0.0860031,1.36399,-5.32957,0.352632,2.81699,5.02025,0.56485,4.16716
11,0,0.296228,0.0821344,1.35856,-5.32966,0.355514,2.82035,5.02361,0.563379,4.16547
12,0,0.292188,0.078111,1.35621,-5.32851,0.358238,2.82099,5.02646,0.561851,4.16414
13,0,0.287448,0.0740537,1.35663,-5.32623,0.360793,2.81924,5.02886,0.56035,4.1632
14,0,0.282099,0.0701668,1.35934,-5.32298,0.36308,2.81554,5.03087,0.558939,4.16257
15,0,0.276292,0.0667128,1.3638,-5.31901,0.364911,2.8104,5.03262,0.557648,4.16219
16,0,0.270201,0.0639694,1.36936,-5.31462,0.366065,2.80435,5.03425,0.55648,4.16196
17,0,0.263929,0.0621649,1.37542,-5.31004,0.36637,2.79799,5.03589,0.555441,4.16181
18,0,0.257433,0.0614079,1.38143,-5.30534,0.365785,2.79187,5.03764,0.554544,4.16177
19,0,0.250512,0.0616565,1.38701,-5.30033,0.36441,2.78644,5.03954,0.553813,4.16188
20,0,0.242865,0.0627469,1.39203,-5.29464,0.362437,2.78188,5.0415,0.553253,4.16224
21,0,0.23419,0.0644678,1.39656,-5.28781,0.360061,2.77818,5.04338,0.552844,4.16291
22,0,0.224291,0.0666307,1.40076,-5.27945,0.357402,2.77519,5.04495,0.552524,4.16395
23,0,0.213134,0.0690974,1.40487,-5.26931,0.354494,2.77273,5.04601,0.552204,4.16538
24,0,0.20081,0.0717621,1.40906,-5.25732,0.351327,2.77058,5.04639,0.551782,4.1672
25,0,0.187476,0.0744963,1.4135,-5.24356,0.34793,2.76855,5.04601,0.551179,4.16939
26,0,0.173313,0.0770883,1.41829,-5.22821,0.344466,2.76651,5.04488,0.550356,4.17193
27,0,0.158513,0.0792563,1.42349,-5.21156,0.341223,2.76432,5.04307,0.549336,4.17479
28,0,0.143275,0.0807543,1.42917,-5.19398,0.338487,2.76185,5.04076,0.548172,4.17791
29,0,0.127809,0.0814645,1.43545,-5.17592,0.336412,2.75892,5.03817,0.546922,4.18123
30,0,0.112285,0.0813756,1.44238,-5.15773,0.335038,2.75543,5.03548,0.54563,4.18472
31,0,0.0968187,0.0805192,1.44994,-5.13962,0.334374,2.75137,5.0328,0.544336,4.18832
32,0,0.0815685,0.0790074,1.45801,-5.12179,0.334366,2.74679,5.03015,0.543093,4.19198
33,0,0.0668022,0.0770794,1.46653,-5.1045,0.334833,2.74176,5.02756,0.541959,4.19567
34,0,0.0528371,0.0749955,1.4754,-5.08819,0.335563,2.7364,5.02512,0.540985,4.19939
35,0,0.0399634,0.0729257,1.48455,-5.07329,0.336428,2.73085,5.023,0.540216,4.2032
36,0,0.0284125,0.0710064,1.49394,-5.06023,0.337306,2.72527,5.0214,0.539676,4.20719
37,0,0.0183228,0.0694379,1.50347,-5.04932,0.33798,2.71988,5.02049,0.539344,4.21146
38,0,0.00968725,0.0684628,1.51296,-5.04064,0.33817,2.71493,5.02036,0.539172,4.21609
39,0,0.00231145,0.0682804,1.52218,-5.03395,0.337658,2.71068,5.02099,0.539112,4.22106
40,0,-0.00417864,0.0690182,1.5309,-5.02869,0.336334,2.70728,5.02219,0.539149,4.2263
41,0,-0.0102859,0.0707555,1.53897,-5.02411,0.334171,2.70476,5.02371,0.539302,4.23169
42,0,-0.0165985,0.0735025,1.54635,-5.01931,0.331216,2.70303,5.02525,0.539602,4.23708
43,0,-0.0237376,0.0771376,1.55308,-5.01337,0.327661,2.70185,5.02649,0.540096,4.24231
44,0,-0.032242,0.0814482,1.55927,-5.00552,0.323799,2.70092,5.02721,0.540856,4.24719
45,0,-0.0424324,0.0862732,1.5651,-4.99535,0.319832,2.6999,5.0273,0.541929,4.25161
46,0,-0.0543584,0.0915389,1.57084,-4.98286,0.315781,2.69853,5.0268,0.543282,4.25554
47,0,-0.0678548,0.0971562,1.57674,-4.96832,0.311595,2.69658,5.02584,0.544807,4.25904
48,0,-0.082634,0.102972,1.58307,-4.95215,0.307242,2.69388,5.02452,0.546353,4.26221
49,0,-0.09835,0.10883,1.58999,-4.93478,0.302679,2.6904,5.02295,0.547745,4.2652
50,0,-0.114676,0.114581,1.59755,-4.91662,0.297902,2.68624,5.0212,0.548845,4.26816
51,0,-0.13138,0.120019,1.60569,-4.89796,0.293067,2.68155,5.01933,0.549608,4.2712
52,0,-0.148294,0.124919,1.61421,-4.87902,0.288471,2.67653,5.01739,0.550092,4.27433
53,0,-0.165243,0.129167,1.62281,-4.86,0.284358,2.67141,5.01537,0.55041,4.27751
54,0,-0.182084,0.132758,1.63113,-4.841,0.280877,2.66647,5.01326,0.550678,4.28065
55,0,-0.198784,0.135661,1.63877,-4.82201,0.278185,2.66203,5.011,0.550987,4.28366
56,0,-0.215356,0.137779,1.64538,-4.80295,0.276437,2.6584,5.00852,0.551365,4.28653
57,0,-0.231744,0.139087,1.65074,-4.78388,0.275609,2.65581,5.00584,0.551747,4.28927
58,0,-0.247787,0.139722,1.65487,-4.76506,0.275419,2.65427,5.00304,0.551998,4.29187
59,0,-0.263291,0.139882,1.6579,-4.74682,0.275519,2.65359,5.00029,0.551988,4.29428
60,0,-0.278128,0.139639,1.65994,-4.72946,0.275742,2.65356,4.99775,0.55164,4.2964
61,0,-0.292233,0.138922,1.66104,-4.71321,0.276141,2.65395,4.99559,0.55095,4.29803
62,0,-0.305524,0.137676,1.66125,-4.69831,0.276814,2.65453,4.99396,0.54997,4.29899
63,0,-0.317862,0.136013,1.66068,-4.68506,0.277727,2.6551,4.99303,0.548798,4.29918
64,0,-0.329083,0.134208,1.65946,-4.67365,0.278731,2.65555,4.99283,0.547575,4.29862
65,0,-0.339027,0.132602,1.65771,-4.66398,0.27972,2.656,4.99309,0.546544,4.29751
66,0,-0.347541,0.131534,1.65556,-4.65565,0.280726,2.65677,4.99326,0.546072,4.29625
67,0,-0.354469,0.131325,1.65311,-4.64816,0.281804,2.6582,4.99269,0.546529,4.2953
68,0,-0.359688,0.132237,1.65062,-4.64109,0.282921,2.6604,4.99083,0.548151,4.29497
69,0,-0.363169,0.134402,1.64838,-4.63423,0.283973,2.66322,4.98743,0.550984,4.29542
70,0,-0.365027,0.137764,1.64673,-4.62773,0.284757,2.6662,4.9828,0.5548,4.29651
71,0,-0.365518,0.142097,1.64593,-4.62214,0.28498,2.6687,4.97769,0.559118,4.29789
72,0,-0.365003,0.147085,1.64618,-4.61783,0.284433,2.67018,4.97289,0.56344,4.29924
73,0,-0.363867,0.152445,1.6476,-4.61479,0.283066,2.67039,4.96875,0.567443,4.30045
74,0,-0.362394,0.158039,1.65026,-4.61278,0.280888,2.66928,4.96532,0.570999,4.30155
