Model Outputs
100
,,Sub4:LHeadAngles,,,Sub4:LNeckAngles,,,Sub4:LThoraxAngles,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z
,,deg,deg,deg,deg,deg,deg,deg,deg,deg
1,0,-0.218667,8.69784,23.4118,-10.1038,-13.1412,-20.5738,14.5257,0.33483,0.535826
2,0,-0.229054,8.65808,23.3577,-10.1282,-13.0826,-20.5456,14.5293,0.346335,0.516512
3,0,-0.242038,8.61675,23.3006,-10.149,-13.0222,-20.5151,14.5312,0.355971,0.49777
4,0,-0.256641,8.57774,23.2455,-10.1635,-12.9659,-20.485,14.5308,0.36243,0.481425
5,0,-0.271257,8.54366,23.1958,-10.1713,-12.9171,-20.4575,14.5278,0.365525,0.468116
6,0,-0.284279,8.51568,23.1532,-10.1736,-12.8776,-20.4335,14.5226,0.365798,0.457666
7,0,-0.295053,8.49349,23.1169,-10.1722,-12.8465,-20.4125,14.5158,0.363974,0.449646
8,0,-0.304063,8.47553,23.0842,-10.1687,-12.8217,-20.3924,14.5081,0.360645,0.443692
9,0,-0.312201,8.45999,23.0524,-10.1642,-12.8004,-20.371,14.5,0.356209,0.439547
10,0,-0.320094,8.44549,23.0197,-10.1596,-12.7807,-20.3469,14.4921,0.350955,0.436904
11,0,-0.327967,8.43128,22.9852,-10.1556,-12.7618,-20.3198,14.4847,0.345138,0.435329
12,0,-0.335829,8.41703,22.949,-10.1526,-12.7432,-20.2903,14.4782,0.33899,0.434302
13,0,-0.343608,8.40257,22.9116,-10.151,-12.7246,-20.2593,14.4727,0.332736,0.433312
14,0,-0.351136,8.38784,22.8737,-10.151,-12.7061,-20.228,14.4683,0.326575,0.431943
15,0,-0.358103,8.37295,22.8363,-10.1528,-12.688,-20.1974,14.4653,0.320676,0.429919
16,0,-0.364012,8.35835,22.8003,-10.1567,-12.671,-20.1684,14.4638,0.315167,0.427118
17,0,-0.368197,8.34466,22.7669,-10.1631,-12.6559,-20.1417,14.4638,0.31012,0.4236
18,0,-0.369903,8.33261,22.7371,-10.1722,-12.644,-20.1181,14.4655,0.30552,0.419586
19,0,-0.368313,8.32282,22.712,-10.1846,-12.6364,-20.0978,14.469,0.301278,0.415361
20,0,-0.362536,8.31591,22.6925,-10.2006,-12.6344,-20.0814,14.4744,0.297279,0.411169
21,0,-0.351737,8.31243,22.6795,-10.2206,-12.6388,-20.0693,14.4815,0.293423,0.407158
22,0,-0.335521,8.31272,22.6731,-10.2443,-12.6502,-20.0616,14.4901,0.289633,0.403392
23,0,-0.314545,8.31647,22.6724,-10.271,-12.6676,-20.0574,14.4995,0.285851,0.399902
24,0,-0.291329,8.32212,22.6742,-10.2986,-12.6881,-20.0547,14.5089,0.282027,0.396723
25,0,-0.270622,8.32645,22.6727,-10.3244,-12.7057,-20.0492,14.5178,0.27814,0.393877
26,0,-0.258055,8.32543,22.6611,-10.3453,-12.7134,-20.0363,14.5253,0.274213,0.391359
