Model Outputs
100
,,Sub3:LNeckAngles,,,Sub3:LHeadAngles,,,Sub3:LThoraxAngles,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z
,,deg,deg,deg,deg,deg,deg,deg,deg,deg
1,0,5.99028,0.657015,-1.34121,-5.6698,-1.07524,-1.43651,-0.301465,-0.262577,-2.88192
2,0,6.00032,0.677632,-1.28385,-5.67991,-1.10436,-1.4962,-0.299982,-0.264447,-2.8871
3,0,6.00783,0.696999,-1.23093,-5.6876,-1.13276,-1.55244,-0.298467,-0.267293,-2.89319
4,0,6.01176,0.71312,-1.18855,-5.69146,-1.15774,-1.59887,-0.297429,-0.271099,-2.89962
5,0,6.01264,0.725617,-1.15825,-5.69124,-1.17848,-1.63326,-0.297688,-0.275649,-2.90569
6,0,6.0122,0.735363,-1.13811,-5.68762,-1.19565,-1.65662,-0.300257,-0.280579,-2.91055
7,0,6.01256,0.743686,-1.1248,-5.68173,-1.2106,-1.67142,-0.306042,-0.285576,-2.91352
8,0,6.0154,0.751793,-1.11507,-5.67483,-1.22475,-1.68043,-0.315409,-0.290521,-2.91429
9,0,6.02123,0.760589,-1.10654,-5.66805,-1.23927,-1.68607,-0.327649,-0.295395,-2.91298
10,0,6.02897,0.770709,-1.09789,-5.66231,-1.25484,-1.69014,-0.340742,-0.300099,-2.91016
11,0,6.03678,0.782507,-1.08873,-5.65819,-1.27168,-1.69382,-0.352222,-0.304412,-2.90656
12,0,6.04347,0.795958,-1.07917,-5.65598,-1.28953,-1.69761,-0.36063,-0.308114,-2.90276
13,0,6.0489,0.810577,-1.06955,-5.65552,-1.30783,-1.70155,-0.365987,-0.311116,-2.89907
14,0,6.05348,0.825567,-1.06032,-5.65637,-1.32581,-1.70531,-0.369169,-0.313466,-2.89556
15,0,6.05765,0.840112,-1.05199,-5.65797,-1.3427,-1.70841,-0.371227,-0.315269,-2.89217
16,0,6.06184,0.853597,-1.04497,-5.65989,-1.35799,-1.71038,-0.37304,-0.316656,-2.88879
17,0,6.06632,0.865644,-1.03942,-5.66187,-1.37146,-1.71093,-0.375144,-0.317804,-2.88529
18,0,6.07114,0.876001,-1.03526,-5.66387,-1.38307,-1.70997,-0.377648,-0.318949,-2.8815
19,0,6.07617,0.884427,-1.03245,-5.66602,-1.39284,-1.70745,-0.380316,-0.32034,-2.87732
20,0,6.08131,0.890715,-1.03095,-5.66862,-1.40071,-1.70339,-0.382735,-0.322149,-2.87272
21,0,6.08641,0.894831,-1.03066,-5.67211,-1.40669,-1.69797,-0.384311,-0.324391,-2.86777
22,0,6.09122,0.897017,-1.03146,-5.677,-1.41086,-1.6914,-0.384277,-0.326891,-2.86259
23,0,6.09544,0.897748,-1.03324,-5.68372,-1.4134,-1.68392,-0.381901,-0.329339,-2.85729
24,0,6.09905,0.897509,-1.03581,-5.69243,-1.41454,-1.67575,-0.376964,-0.33146,-2.85194
25,0,6.10292,0.896582,-1.03885,-5.70298,-1.41458,-1.6671,-0.370465,-0.333219,-2.84646
26,0,6.10885,0.895021,-1.04182,-5.71495,-1.4139,-1.65821,-0.364638,-0.33486,-2.84065
27,0,6.11834,0.892934,-1.04419,-5.72768,-1.41297,-1.64941,-0.361631,-0.336658,-2.83438
28,0,6.13142,0.89074,-1.04554,-5.74039,-1.4123,-1.64116,-0.362219,-0.338663,-2.82774
29,0,6.14697,0.889037,-1.04575,-5.75224,-1.41237,-1.63384,-0.366093,-0.340728,-2.82101
30,0,6.16376,0.888289,-1.04509,-5.76237,-1.4134,-1.62744,-0.372876,-0.342663,-2.81447
31,0,6.18088,0.888718,-1.044,-5.77001,-1.4154,-1.62167,-0.382452,-0.344309,-2.80823
32,0,6.19742,0.890412,-1.04278,-5.77456,-1.41827,-1.61629,-0.39448,-0.34554,-2.80234
33,0,6.21191,0.89343,-1.04152,-5.77569,-1.42191,-1.61132,-0.407836,-0.346229,-2.79684
34,0,6.22223,0.897855,-1.04039,-5.77329,-1.42617,-1.60676,-0.4205,-0.346215,-2.79185
35,0,6.22606,0.903815,-1.03981,-5.76746,-1.4309,-1.6024,-0.430066,-0.34531,-2.78753
36,0,6.22209,0.911413,-1.04041,-5.75852,-1.436,-1.59782,-0.434894,-0.343401,-2.78404
37,0,6.21098,0.920597,-1.0427,-5.74694,-1.44149,-1.59245,-0.435195,-0.340586,-2.78132
38,0,6.19539,0.93111,-1.047,-5.73326,-1.44741,-1.58561,-0.433119,-0.337171,-2.77912
39,0,6.17856,0.942594,-1.05358,-5.71796,-1.45379,-1.57664,-0.431443,-0.333501,-2.77709
40,0,6.16266,0.954669,-1.06271,-5.70144,-1.46043,-1.56496,-0.431959,-0.329771,-2.77496
41,0,6.1488,0.966799,-1.07438,-5.68391,-1.46691,-1.55043,-0.435574,-0.326068,-2.77255
42,0,6.13764,0.978089,-1.08774,-5.66521,-1.47256,-1.53377,-0.44313,-0.322525,-2.7697
43,0,6.12878,0.987349,-1.10118,-5.64473,-1.47652,-1.51665,-0.45483,-0.319304,-2.76635
44,0,6.12,0.993481,-1.11306,-5.62155,-1.4779,-1.50097,-0.469376,-0.316492,-2.76258
45,0,6.1084,0.995779,-1.12265,-5.59477,-1.4761,-1.48765,-0.48476,-0.314157,-2.75848
46,0,6.09201,0.993952,-1.13047,-5.56372,-1.47086,-1.47616,-0.499705,-0.31246,-2.75396
47,0,6.0697,0.98816,-1.13828,-5.52785,-1.46232,-1.4645,-0.513656,-0.311593,-2.74879
48,0,6.04038,0.979039,-1.14885,-5.48678,-1.4509,-1.4497,-0.525929,-0.311675,-2.74281
49,0,6.00299,0.967389,-1.16518,-5.44018,-1.43715,-1.4286,-0.535846,-0.3128,-2.73591
50,0,5.95693,0.953847,-1.18936,-5.38758,-1.42155,-1.39894,-0.543305,-0.315047,-2.72799
51,0,5.90236,0.93914,-1.22172,-5.32854,-1.4047,-1.36044,-0.548882,-0.318291,-2.71914
