Model Outputs
100
,,Sub1:LHeadAngles,,,Sub1:LNeckAngles,,,Sub1:LThoraxAngles,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z
,,deg,deg,deg,deg,deg,deg,deg,deg,deg
1,0,2.45797,1.48403,2.61407,-0.645208,-0.970102,-1.62635,-1.76925,0.544266,0.970061
2,0,2.45948,1.48432,2.61881,-0.647834,-0.970852,-1.6301,-1.76803,0.543978,0.970976
3,0,2.46098,1.48461,2.62533,-0.650764,-0.97166,-1.6352,-1.76645,0.543681,0.972312
4,0,2.46213,1.48486,2.6336,-0.653602,-0.972378,-1.64161,-1.7646,0.543441,0.974101
5,0,2.46257,1.48497,2.64345,-0.655865,-0.972808,-1.64916,-1.7626,0.543346,0.976335
6,0,2.46194,1.48485,2.65458,-0.657059,-0.972719,-1.65762,-1.76059,0.543505,0.978963
7,0,2.45997,1.48441,2.66663,-0.656764,-0.97187,-1.66674,-1.75876,0.544038,0.981901
8,0,2.45652,1.48356,2.67919,-0.654708,-0.970044,-1.67623,-1.75724,0.545065,0.98504
9,0,2.4516,1.48225,2.69189,-0.650819,-0.967076,-1.68581,-1.75614,0.546686,0.988265
10,0,2.44541,1.48045,2.70433,-0.645243,-0.962878,-1.69522,-1.75552,0.548963,0.99147
11,0,2.43829,1.47816,2.71622,-0.638337,-0.957461,-1.70421,-1.75536,0.551909,0.994577
12,0,2.4307,1.47544,2.72728,-0.630615,-0.950928,-1.71255,-1.75561,0.555481,0.997538
13,0,2.42315,1.47237,2.73733,-0.622674,-0.943476,-1.72004,-1.75619,0.559591,1.00033
14,0,2.41616,1.46905,2.74624,-0.615108,-0.935374,-1.72655,-1.757,0.564115,1.00296
15,0,2.41019,1.46567,2.75394,-0.608423,-0.926957,-1.732,-1.75798,0.568912,1.00543
16,0,2.40558,1.46243,2.76046,-0.602977,-0.918609,-1.73638,-1.75911,0.573834,1.00775
17,0,2.40254,1.45962,2.76587,-0.598934,-0.910759,-1.73977,-1.7604,0.578734,1.00992
18,0,2.40111,1.45755,2.77032,-0.596268,-0.903861,-1.74232,-1.7619,0.583473,1.01191
19,0,2.40123,1.45653,2.77401,-0.594788,-0.898364,-1.74425,-1.7637,0.58792,1.01373
20,0,2.4027,1.45688,2.7772,-0.594195,-0.894665,-1.74582,-1.76589,0.591966,1.01536
21,0,2.4053,1.45881,2.78018,-0.594154,-0.893058,-1.74733,-1.76856,0.595531,1.01681
22,0,2.4088,1.46244,2.78323,-0.594376,-0.893682,-1.74903,-1.77177,0.59858,1.01811
23,0,2.41307,1.46775,2.78659,-0.594679,-0.896493,-1.75116,-1.77554,0.601135,1.01927
24,0,2.41802,1.47458,2.79044,-0.595036,-0.90125,-1.75387,-1.77984,0.603271,1.02032
25,0,2.42369,1.48263,2.79484,-0.595573,-0.907541,-1.75722,-1.78461,0.605112,1.02126
26,0,2.43019,1.4915,2.79974,-0.596545,-0.914823,-1.76118,-1.7897,0.606812,1.02208
27,0,2.43765,1.50074,2.80498,-0.598275,-0.922487,-1.76557,-1.79498,0.608541,1.02276
28,0,2.4462,1.50989,2.81029,-0.601086,-0.929924,-1.77015,-1.80027,0.61046,1.02331
29,0,2.4559,1.51854,2.81537,-0.605239,-0.936588,-1.77458,-1.80543,0.612711,1.02374
30,0,2.46674,1.52636,2.8199,-0.610891,-0.942047,-1.77848,-1.81029,0.615404,1.02412
31,0,2.4786,1.53314,2.82363,-0.618077,-0.946018,-1.78154,-1.81472,0.618619,1.02452
32,0,2.49126,1.53885,2.82642,-0.626719,-0.948391,-1.78352,-1.81859,0.622408,1.02503
33,0,2.50444,1.54357,2.82826,-0.636642,-0.949228,-1.78432,-1.82179,0.626795,1.02573
34,0,2.51781,1.54753,2.82929,-0.647598,-0.948759,-1.78405,-1.82422,0.631779,1.02669
35,0,2.53102,1.55111,2.82978,-0.659284,-0.947354,-1.78295,-1.82582,0.637331,1.02791
36,0,2.54371,1.5547,2.83012,-0.671348,-0.94548,-1.78142,-1.82655,0.643398,1.0294
37,0,2.55554,1.55877,2.83074,-0.683397,-0.943656,-1.77994,-1.82643,0.649891,1.03111
38,0,2.5662,1.56373,2.83205,-0.694999,-0.942394,-1.77897,-1.82553,0.656691,1.03301
39,0,2.57537,1.56988,2.83442,-0.705692,-0.942145,-1.77891,-1.824,0.663652,1.03505
40,0,2.58279,1.57744,2.83807,-0.714995,-0.943253,-1.78004,-1.82201,0.670615,1.03721
41,0,2.58818,1.58648,2.84308,-0.722428,-0.945919,-1.78243,-1.81977,0.677426,1.03949
42,0,2.59132,1.59694,2.84936,-0.727537,-0.950181,-1.78602,-1.81748,0.683958,1.04188
43,0,2.59199,1.60863,2.85668,-0.72992,-0.95592,-1.79059,-1.81537,0.690127,1.04441
