Trajectories
100
,,Sub2:LFHD,,,Sub2:RFHD,,,Sub2:LBHD,,,Sub2:RBHD,,,Sub2:C7,,,Sub2:T10,,,Sub2:CLAV,,,Sub2:STRN,,,Sub2:LSHO,,,Sub2:RSHO,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1,0,188.833664,338.217651,1420.371094,78.732498,339.019775,1418.450073,215.748505,487.051270,1391.315063,59.352245,479.694550,1384.046021,150.536987,546.457886,1223.123657,139.307831,609.833923,950.257935,134.012543,420.760925,1127.344238,132.599380,399.758240,970.168030,310.251221,488.780792,1176.698975,-38.202095,494.874329,1179.283081
2,0,188.827942,338.212982,1420.380005,78.727196,339.017334,1418.455566,215.745880,487.044037,1391.319214,59.351067,479.690887,1384.046021,150.533981,546.442627,1223.125366,139.306381,609.821289,950.260071,134.009933,420.748901,1127.346680,132.599731,399.744202,970.170044,310.248505,488.766266,1176.700806,-38.203606,494.859161,1179.284912
3,0,188.819885,338.206940,1420.391724,78.719711,339.014801,1418.463013,215.742661,487.034241,1391.324341,59.349232,479.686890,1384.046143,150.529709,546.422607,1223.127319,139.304016,609.805359,950.263062,134.006729,420.733337,1127.349365,132.600235,399.726562,970.172546,310.244751,488.747803,1176.703369,-38.205669,494.839020,1179.288086
4,0,188.809341,338.199615,1420.405640,78.709961,339.012543,1418.471802,215.739029,487.021973,1391.330566,59.346550,479.683136,1384.046265,150.524200,546.398193,1223.129761,139.300476,609.786621,950.267212,134.003159,420.714691,1127.352783,132.600922,399.706238,970.175354,310.240082,488.726196,1176.706055,-38.208237,494.814331,1179.292358
5,0,188.796326,338.191223,1420.421265,78.697937,339.010986,1418.481934,215.735260,487.007599,1391.337646,59.342812,479.680176,1384.046265,150.517548,546.370544,1223.132324,139.295731,609.766418,950.272339,133.999542,420.693848,1127.356445,132.601746,399.684326,970.178223,310.234650,488.702637,1176.709351,-38.211166,494.785950,1179.297729
6,0,188.780945,338.182129,1420.437622,78.683731,339.010498,1418.492676,215.731613,486.991486,1391.344971,59.337749,479.678406,1384.046021,150.510025,546.340820,1223.135010,139.289719,609.745850,950.278198,133.996140,420.671509,1127.359863,132.602585,399.662109,970.180847,310.228516,488.678497,1176.712158,-38.214268,494.755096,1179.304077
7,0,188.763382,338.172516,1420.453979,78.667503,339.011322,1418.502930,215.728271,486.974152,1391.352661,59.331093,479.678101,1384.045288,150.502029,546.310303,1223.137329,139.282593,609.726074,950.284729,133.993164,420.648651,1127.363159,132.603241,399.640503,970.182800,310.222046,488.654999,1176.714600,-38.217289,494.722900,1179.311401
8,0,188.743835,338.162781,1420.469604,78.649422,339.013489,1418.511841,215.725327,486.956024,1391.359863,59.322662,479.679321,1384.042969,150.493988,546.280029,1223.139160,139.274536,609.708008,950.291382,133.990784,420.625916,1127.366089,132.603485,399.620331,970.183594,310.215363,488.633118,1176.715820,-38.220032,494.690582,1179.318848
9,0,188.722580,338.152985,1420.483887,78.629715,339.016876,1418.519043,215.722824,486.937592,1391.366577,59.312508,479.681946,1384.039307,150.486389,546.251038,1223.140503,139.265808,609.692505,950.297852,133.988953,420.603882,1127.368286,132.602997,399.602142,970.183105,310.208618,488.613647,1176.715576,-38.222370,494.659332,1179.326660
10,0,188.699951,338.143341,1420.496216,78.608627,339.021423,1418.523560,215.720718,486.919281,1391.372681,59.301029,479.685699,1384.033447,150.479675,546.224060,1223.140869,139.256592,609.680054,950.303711,133.987610,420.582855,1127.369629,132.601547,399.586182,970.180969,310.202057,488.596863,1176.713501,-38.224247,494.630035,1179.333984
11,0,188.676300,338.134094,1420.506592,78.586411,339.026672,1418.525146,215.718826,486.901428,1391.377808,59.289051,479.690277,1384.025024,150.474106,546.199646,1223.140259,139.247162,609.671021,950.308899,133.986481,420.563232,1127.369995,132.598892,399.572540,970.177185,310.195709,488.582855,1176.708862,-38.225742,494.603394,1179.340332
