Model Outputs
100
,,Sub2:LHeadAngles,,,Sub2:LNeckAngles,,,Sub2:LThoraxAngles,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z
,,deg,deg,deg,deg,deg,deg,deg,deg,deg
1,0,-1.16864,2.5113,0.89243,-4.40316,-4.24849,2.98479,5.62736,-1.67578,3.68127
2,0,-1.16644,2.51294,0.89348,-4.40536,-4.24963,2.98371,5.62745,-1.67518,3.68101
3,0,-1.16354,2.51498,0.895084,-4.40841,-4.25109,2.98188,5.62772,-1.67444,3.68049
4,0,-1.16003,2.51734,0.897313,-4.4123,-4.25284,2.97914,5.62826,-1.67362,3.67961
5,0,-1.15603,2.51993,0.900195,-4.41695,-4.25487,2.97541,5.62913,-1.67278,3.67834
6,0,-1.15174,2.52267,0.903703,-4.42221,-4.25719,2.9707,5.63037,-1.67203,3.67667
7,0,-1.14735,2.52556,0.907762,-4.42791,-4.25986,2.96515,5.63199,-1.67143,3.67468
8,0,-1.14302,2.52865,0.912269,-4.43388,-4.26302,2.95896,5.63398,-1.67109,3.67247
9,0,-1.13889,2.53201,0.917117,-4.43996,-4.26681,2.95238,5.6363,-1.67107,3.67018
10,0,-1.13504,2.53579,0.922231,-4.44601,-4.27139,2.94566,5.63892,-1.67141,3.66799
11,0,-1.13151,2.54008,0.92759,-4.45195,-4.27688,2.93897,5.64176,-1.67212,3.66604
12,0,-1.12826,2.54497,0.933239,-4.45772,-4.28332,2.93242,5.64477,-1.67317,3.66447
13,0,-1.12529,2.55046,0.939264,-4.46328,-4.29064,2.92601,5.64786,-1.67447,3.66338
14,0,-1.12256,2.55645,0.945746,-4.46858,-4.29863,2.91974,5.65099,-1.67591,3.66285
15,0,-1.1201,2.56274,0.952701,-4.47357,-4.30695,2.9136,5.65411,-1.67734,3.66292
16,0,-1.11799,2.56904,0.960045,-4.47817,-4.31512,2.90763,5.65722,-1.6786,3.66357
17,0,-1.11636,2.575,0.967594,-4.48228,-4.32265,2.90197,5.66034,-1.67953,3.66476
18,0,-1.11539,2.58031,0.975131,-4.48581,-4.32908,2.89674,5.66351,-1.68002,3.66646
19,0,-1.11526,2.58479,0.982475,-4.48863,-4.33412,2.89203,5.6668,-1.67997,3.66858
20,0,-1.11611,2.58838,0.98955,-4.49063,-4.33767,2.88787,5.67022,-1.67935,3.67109
21,0,-1.11804,2.59123,0.996417,-4.49173,-4.3399,2.88416,5.67378,-1.67819,3.67395
22,0,-1.12105,2.59362,1.00326,-4.49185,-4.34118,2.88071,5.67743,-1.67654,3.67712
23,0,-1.12507,2.59592,1.01035,-4.49095,-4.34201,2.87728,5.68108,-1.67453,3.68062
24,0,-1.13002,2.59852,1.01799,-4.48896,-4.34293,2.87361,5.68463,-1.67228,3.68444
25,0,-1.13579,2.6017,1.02644,-4.48585,-4.34438,2.86944,5.68793,-1.66992,3.68859
26,0,-1.14233,2.60564,1.0359,-4.48149,-4.34664,2.86461,5.69086,-1.66756,3.69307
27,0,-1.14969,2.61032,1.04646,-4.47574,-4.34976,2.85903,5.6933,-1.66527,3.69791
28,0,-1.15803,2.61557,1.05808,-4.46833,-4.3536,2.85271,5.69516,-1.66306,3.7031
29,0,-1.16767,2.62111,1.07061,-4.45892,-4.35777,2.84579,5.69641,-1.66088,3.70867
30,0,-1.17907,2.62657,1.08377,-4.44707,-4.36182,2.83848,5.69702,-1.65863,3.7146
31,0,-1.1928,2.63162,1.09721,-4.43224,-4.36522,2.83108,5.697,-1.65617,3.7209
32,0,-1.20957,2.63595,1.11046,-4.4138,-4.36748,2.82395,5.69639,-1.65337,3.72751
33,0,-1.23018,2.63936,1.123,-4.391,-4.36821,2.8175,5.69519,-1.65008,3.73437
34,0,-1.2555,2.64175,1.13428,-4.363,-4.36712,2.8121,5.69341,-1.6462,3.74135
35,0,-1.2865,2.64309,1.14374,-4.32888,-4.36409,2.80811,5.69102,-1.64166,3.74831
36,0,-1.32416,2.64346,1.15093,-4.28759,-4.35911,2.80576,5.68796,-1.63644,3.75505
