Model Outputs
100
,,Sub3:LNeckAngles,,,Sub3:LHeadAngles,,,Sub3:LThoraxAngles,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z
,,deg,deg,deg,deg,deg,deg,deg,deg,deg
1,0,4.72716,0.866399,-2.04164,-4.14154,-0.914033,-1.21363,-0.56561,0.0552638,-3.32633
2,0,4.72841,0.86749,-2.04937,-4.14514,-0.915368,-1.20552,-0.563352,0.0544003,-3.32611
3,0,4.72786,0.865611,-2.0661,-4.14729,-0.913302,-1.18874,-0.560928,0.0532131,-3.32595
4,0,4.72476,0.859446,-2.0945,-4.14677,-0.906317,-1.16082,-0.558904,0.0516819,-3.32591
5,0,4.7188,0.848445,-2.13555,-4.14271,-0.893734,-1.12078,-0.557851,0.0498461,-3.32596
6,0,4.71032,0.833577,-2.18664,-4.13517,-0.876491,-1.07093,-0.557999,0.047933,-3.32586
7,0,4.70077,0.817664,-2.24053,-4.12541,-0.85758,-1.01785,-0.559381,0.046344,-3.32516
8,0,4.69248,0.804262,-2.28769,-4.11542,-0.841101,-0.970442,-0.56212,0.0453235,-3.32361
9,0,4.68736,0.795847,-2.32075,-4.10686,-0.830341,-0.935909,-0.566292,0.0446977,-3.32131
10,0,4.68615,0.793267,-2.33643,-4.10058,-0.826841,-0.917723,-0.57172,0.0440811,-3.31856
11,0,4.68869,0.796493,-2.33444,-4.09686,-0.83086,-0.916428,-0.577952,0.0432308,-3.31564
12,0,4.69412,0.805297,-2.31615,-4.09569,-0.842018,-0.930835,-0.584151,0.0421861,-3.31269
13,0,4.70114,0.819347,-2.28414,-4.09691,-0.859467,-0.958457,-0.589231,0.0412354,-3.30974
14,0,4.70851,0.837717,-2.2425,-4.09992,-0.881571,-0.995182,-0.592635,0.0407233,-3.3066
15,0,4.71535,0.858311,-2.19718,-4.10357,-0.905592,-1.03501,-0.594768,0.0407744,-3.30304
16,0,4.72102,0.878348,-2.15463,-4.10656,-0.928399,-1.07168,-0.596449,0.0412022,-3.29899
17,0,4.72584,0.895819,-2.11843,-4.10825,-0.948087,-1.10184,-0.598733,0.041623,-3.29453
18,0,4.73162,0.910165,-2.08836,-4.10899,-0.964586,-1.12573,-0.603079,0.0416066,-3.28971
19,0,4.73987,0.921375,-2.06366,-4.1093,-0.97828,-1.14419,-0.610481,0.0408534,-3.28465
20,0,4.75001,0.928968,-2.04603,-4.10912,-0.988611,-1.15585,-0.620441,0.0393158,-3.27964
21,0,4.7599,0.932143,-2.03878,-4.10799,-0.994369,-1.158,-0.631358,0.0371311,-3.27516
