Trajectories
100
,,Sub2:LFHD,,,Sub2:RFHD,,,Sub2:LBHD,,,Sub2:RBHD,,,Sub2:C7,,,Sub2:T10,,,Sub2:CLAV,,,Sub2:STRN,,,Sub2:LSHO,,,Sub2:RSHO,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1,0,198.086868,346.878937,1416.372437,88.081436,344.473602,1414.180054,221.043457,495.111145,1381.334839,63.422619,482.582245,1374.057983,152.669678,545.698792,1220.509521,140.564529,612.991699,947.502869,136.697174,421.640686,1121.526001,133.088760,401.954590,965.777832,313.011169,488.089691,1170.508423,-36.981560,490.736664,1176.381836
2,0,198.103790,346.906219,1416.382446,88.101707,344.491028,1414.190430,221.053604,495.135590,1381.336304,63.432091,482.593781,1374.060791,152.675568,545.699158,1220.509399,140.563477,612.992737,947.503357,136.702286,421.643799,1121.530273,133.091217,401.959045,965.779419,313.013519,488.093689,1170.505615,-36.977417,490.743683,1176.385376
3,0,198.124817,346.939453,1416.393311,88.126411,344.511658,1414.202637,221.065125,495.165771,1381.338623,63.445629,482.607300,1374.064331,152.682739,545.699219,1220.508423,140.561584,612.992981,947.503601,136.707962,421.647858,1121.534546,133.094986,401.962921,965.781311,313.016174,488.098877,1170.500854,-36.972649,490.751099,1176.389893
4,0,198.148895,346.976685,1416.403687,88.154320,344.533875,1414.216064,221.076996,495.200043,1381.341431,63.463547,482.621979,1374.068604,152.690781,545.698792,1220.506836,140.558990,612.991882,947.503784,136.713638,421.652679,1121.538452,133.100159,401.965576,965.783508,313.018677,488.105316,1170.493896,-36.967644,490.757965,1176.395142
5,0,198.174774,347.015778,1416.412598,88.184128,344.556244,1414.229248,221.088181,495.236664,1381.345215,63.485771,482.637054,1374.074341,152.699448,545.697571,1220.504517,140.556061,612.989136,947.504150,136.718857,421.658081,1121.541382,133.106552,401.966553,965.785950,313.020721,488.112823,1170.484497,-36.962795,490.763824,1176.400757
6,0,198.201263,347.054535,1416.419556,88.214790,344.577454,1414.241943,221.098053,495.274017,1381.350220,63.511692,482.651825,1374.081421,152.708420,545.695740,1220.502319,140.553406,612.984924,947.504639,136.723389,421.663696,1121.543945,133.113983,401.965576,965.788696,313.022217,488.121185,1170.473755,-36.958469,490.768616,1176.406494
7,0,198.227432,347.091492,1416.424805,88.245636,344.596710,1414.253540,221.106201,495.310913,1381.356323,63.540215,482.665924,1374.090210,152.717468,545.693420,1220.500854,140.551544,612.979431,947.505371,136.727402,421.669373,1121.546265,133.122299,401.962799,965.792358,313.023224,488.130096,1170.462769,-36.954861,490.772461,1176.412231
8,0,198.252487,347.125763,1416.428711,88.276039,344.613556,1414.264526,221.112656,495.346313,1381.364014,63.570045,482.679138,1374.100342,152.726273,545.690857,1220.500244,140.550888,612.973083,947.506409,136.731293,421.674744,1121.549072,133.131683,401.958374,965.797241,313.023773,488.139496,1170.452637,-36.951965,490.775421,1176.417114
9,0,198.275848,347.157104,1416.432495,88.305298,344.627899,1414.275635,221.117569,495.379547,1381.372559,63.599899,482.691467,1374.111328,152.734619,545.688049,1220.501099,140.551559,612.966736,947.507874,136.735428,421.679779,1121.552734,133.142593,401.952759,965.803589,313.024109,488.149414,1170.444458,-36.949669,490.777588,1176.421387
10,0,198.297104,347.185669,1416.437134,88.332672,344.640076,1414.287231,221.121109,495.410217,1381.381958,63.628517,482.702850,1374.122314,152.742172,545.685181,1220.503540,140.553284,612.960693,947.509583,136.739944,421.684448,1121.557251,133.155396,401.946564,965.811279,313.024261,488.159851,1170.439331,-36.947842,490.778778,1176.424683
11,0,198.315933,347.211914,1416.444092,88.357468,344.650757,1414.299683,221.123306,495.438141,1381.391479,63.654766,482.713318,1374.132446,152.748505,545.682007,1220.507568,140.555466,612.955688,947.511658,136.744843,421.688843,1121.562378,133.170135,401.940826,965.819336,313.024414,488.170868,1170.437744,-36.946442,490.778748,1176.426514
12,0,198.331970,347.236267,1416.453247,88.378944,344.660614,1414.313110,221.124023,495.463287,1381.400513,63.677578,482.722961,1374.140747,152.753128,545.678772,1220.512573,140.557465,612.952087,947.514343,136.750046,421.693359,1121.567017,133.186432,401.936554,965.826660,313.024719,488.182220,1170.438965,-36.945347,490.777161,1176.427124
13,0,198.344879,347.259094,1416.464722,88.396370,344.670441,1414.326660,221.123047,495.485748,1381.408081,63.695797,482.731964,1374.146240,152.755630,545.675598,1220.517944,140.558578,612.950012,947.517700,136.755478,421.697998,1121.570679,133.203552,401.934814,965.831848,313.025330,488.193695,1170.442993,-36.944283,490.773621,1176.426514
14,0,198.354477,347.280487,1416.477783,88.409256,344.680664,1414.339844,221.120148,495.505615,1381.414307,63.708210,482.740448,1374.148193,152.755859,545.672424,1220.522827,140.558456,612.949402,947.521729,136.761307,421.702759,1121.572876,133.220505,401.936035,965.833984,313.026062,488.204956,1170.448364,-36.942810,490.767853,1176.425171
15,0,198.360733,347.300201,1416.491577,88.417343,344.691315,1414.351440,221.115234,495.523071,1381.418335,63.713863,482.748444,1374.146729,152.753967,545.669495,1220.526978,140.556931,612.950073,947.526367,136.767548,421.707184,1121.572876,133.236038,401.940186,965.831909,313.026855,488.215790,1170.454468,-36.940598,490.760162,1176.423096
16,0,198.363708,347.317810,1416.505371,88.420868,344.701752,1414.360229,221.108398,495.538239,1381.420776,63.712574,482.755646,1374.141113,152.750473,545.666748,1220.529419,140.554169,612.951904,947.531250,136.774155,421.710358,1121.570801,133.249054,401.946655,965.825439,313.027496,488.226013,1170.459595,-36.937634,490.750885,1176.419678
17,0,198.363525,347.332886,1416.517578,88.420319,344.711151,1414.365112,221.099991,495.551208,1381.421631,63.705063,482.761902,1374.131714,152.746185,545.664124,1220.530396,140.550522,612.954529,947.535583,136.780899,421.711243,1121.567261,133.259094,401.954315,965.814697,313.027954,488.235352,1170.462769,-36.934235,490.740662,1176.415161
18,0,198.360382,347.345184,1416.527832,88.416328,344.719208,1414.365723,221.090683,495.562042,1381.421875,63.692890,482.767059,1374.119263,152.741989,545.661194,1220.529541,140.546478,612.957886,947.539185,136.787552,421.708862,1121.562500,133.266129,401.961792,965.801025,313.028107,488.243469,1170.462891,-36.930855,490.730072,1176.409180
19,0,198.354370,347.354889,1416.535889,88.409554,344.726013,1414.362427,221.081238,495.570953,1381.422485,63.678131,482.771301,1374.104980,152.738693,545.657837,1220.527588,140.542542,612.961670,947.541809,136.793533,421.702911,1121.557129,133.270538,401.968018,965.786011,313.028015,488.250061,1170.459473,-36.927860,490.719604,1176.401611
20,0,198.345871,347.362671,1416.541504,88.400566,344.732605,1414.355835,221.072403,495.578369,1381.424194,63.663013,482.775238,1374.089966,152.736633,545.653687,1220.524658,140.538818,612.965515,947.543640,136.798340,421.694000,1121.552124,133.272720,401.972015,965.771301,313.027557,488.254913,1170.452881,-36.925507,490.709564,1176.392944
