Model Outputs
100
,,Sub1:LHeadAngles,,,Sub1:LNeckAngles,,,Sub1:LThoraxAngles,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z
,,deg,deg,deg,deg,deg,deg,deg,deg,deg
1,0,0.535677,1.7932,2.57571,0.745374,-0.477666,-1.8913,-1.25899,1.28238,0.706924
2,0,0.531436,1.79332,2.58031,0.751427,-0.479924,-1.8907,-1.26065,1.27991,0.712314
3,0,0.526134,1.79436,2.58649,0.758992,-0.48343,-1.89061,-1.26269,1.27703,0.718812
4,0,0.519957,1.79667,2.59427,0.767769,-0.488372,-1.89155,-1.26499,1.2739,0.725948
5,0,0.513064,1.80041,2.60366,0.777489,-0.4948,-1.89403,-1.26743,1.27065,0.733196
6,0,0.505517,1.80552,2.61463,0.788034,-0.502622,-1.89847,-1.26996,1.26732,0.740113
7,0,0.497319,1.81179,2.62713,0.799415,-0.511655,-1.90511,-1.27259,1.26386,0.746399
8,0,0.48847,1.81891,2.6411,0.811648,-0.521641,-1.91405,-1.27537,1.26025,0.751898
9,0,0.479011,1.8266,2.65649,0.824661,-0.532239,-1.92522,-1.27827,1.25652,0.756607
10,0,0.469065,1.83468,2.67322,0.838182,-0.543068,-1.93837,-1.28116,1.25292,0.760705
11,0,0.458881,1.8432,2.69119,0.851697,-0.553838,-1.95306,-1.28378,1.24978,0.764511
12,0,0.448823,1.85233,2.71014,0.864613,-0.564546,-1.96882,-1.28592,1.24732,0.768219
13,0,0.439324,1.86219,2.72967,0.876487,-0.57549,-1.9854,-1.28755,1.2454,0.771682
14,0,0.430778,1.87271,2.74926,0.887052,-0.586979,-2.00253,-1.2888,1.24365,0.774617
15,0,0.423439,1.88367,2.76836,0.896173,-0.599082,-2.01969,-1.28977,1.24178,0.776989
16,0,0.417349,1.89476,2.78649,0.903824,-0.611568,-2.03604,-1.29052,1.23976,0.779163
17,0,0.412331,1.90569,2.8033,0.910005,-0.623922,-2.05055,-1.29088,1.23779,0.781797
18,0,0.408022,1.91612,2.81855,0.914785,-0.635541,-2.06244,-1.29059,1.23614,0.785461
19,0,0.404002,1.92574,2.83217,0.918441,-0.646096,-2.07157,-1.28954,1.23483,0.790197
20,0,0.399911,1.93435,2.84426,0.921447,-0.655668,-2.07858,-1.28784,1.23354,0.795494
21,0,0.395485,1.94198,2.85516,0.924301,-0.664569,-2.08444,-1.28568,1.23197,0.800728
22,0,0.390584,1.94883,2.8653,0.927394,-0.67319,-2.09003,-1.28331,1.22989,0.805481
23,0,0.385212,1.95513,2.87521,0.930942,-0.681907,-2.0961,-1.28092,1.22714,0.809531
24,0,0.379551,1.961,2.88536,0.934952,-0.690941,-2.10327,-1.27867,1.22363,0.812712
25,0,0.373997,1.9664,2.89612,0.939205,-0.700259,-2.11211,-1.27675,1.21933,0.81484
26,0,0.369138,1.97112,2.90767,0.943287,-0.70965,-2.12295,-1.27534,1.21429,0.815754
27,0,0.365637,1.97491,2.91995,0.946693,-0.718869,-2.13574,-1.2746,1.2085,0.815407
28,0,0.364068,1.97749,2.93262,0.948964,-0.727735,-2.15003,-1.27467,1.2019,0.813875
29,0,0.364805,1.97863,2.94506,0.94979,-0.736145,-2.16511,-1.27563,1.19441,0.811274
