Model Outputs
100
,,Sub2:LHeadAngles,,,Sub2:LNeckAngles,,,Sub2:LThoraxAngles,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z
,,deg,deg,deg,deg,deg,deg,deg,deg,deg
1,0,7.72714,1.31949,-1.8196,-12.6883,-2.83423,5.33572,4.85406,-1.94473,3.26991
2,0,7.70439,1.31571,-1.8441,-12.6617,-2.82562,5.35321,4.84922,-1.94416,3.26471
3,0,7.67523,1.31064,-1.87596,-12.628,-2.81418,5.37621,4.84339,-1.94331,3.25822
4,0,7.64058,1.30445,-1.91441,-12.5883,-2.80024,5.4043,4.83688,-1.94224,3.2507
5,0,7.60171,1.29742,-1.95826,-12.5443,-2.78441,5.4367,4.82997,-1.94104,3.24244
6,0,7.55988,1.28991,-2.00604,-12.4972,-2.76746,5.47234,4.82284,-1.93987,3.23372
7,0,7.51628,1.28234,-2.05618,-12.4483,-2.75022,5.51002,4.81554,-1.93884,3.22475
8,0,7.47185,1.27515,-2.10725,-12.3985,-2.73346,5.54865,4.80814,-1.93801,3.21572
9,0,7.42726,1.26872,-2.15816,-12.3485,-2.71778,5.58748,4.80072,-1.93738,3.20688
10,0,7.38288,1.26338,-2.20803,-12.2989,-2.70363,5.62602,4.79344,-1.93695,3.19849
11,0,7.33888,1.25936,-2.2562,-12.25,-2.69139,5.66391,4.78648,-1.93672,3.19079
12,0,7.29527,1.25681,-2.30232,-12.2019,-2.68126,5.70092,4.77999,-1.93669,3.18389
13,0,7.252,1.25585,-2.34626,-12.1547,-2.67337,5.73688,4.77402,-1.93684,3.1777
14,0,7.20895,1.25652,-2.38795,-12.1081,-2.66773,5.77151,4.76851,-1.93715,3.17202
15,0,7.16602,1.25875,-2.42736,-12.062,-2.66427,5.80451,4.76333,-1.93756,3.16658
16,0,7.12317,1.26232,-2.46459,-12.016,-2.66274,5.83573,4.75833,-1.9381,3.16122
17,0,7.08033,1.26687,-2.49999,-11.9702,-2.6628,5.86541,4.75341,-1.93882,3.15587
18,0,7.0374,1.27204,-2.53405,-11.9242,-2.66408,5.89394,4.74845,-1.93983,3.15058
19,0,6.99413,1.2776,-2.56707,-11.8777,-2.66636,5.92167,4.74335,-1.94114,3.14541
20,0,6.95011,1.28353,-2.59912,-11.8303,-2.66954,5.94874,4.73804,-1.9427,3.14047
21,0,6.9049,1.28994,-2.63009,-11.7814,-2.67361,5.97513,4.73246,-1.94432,3.13584
22,0,6.85816,1.29704,-2.65979,-11.7306,-2.67863,6.00075,4.72656,-1.94582,3.13157
23,0,6.80977,1.30511,-2.688,-11.6779,-2.68479,6.02538,4.72033,-1.94705,3.12761
24,0,6.76,1.31444,-2.71437,-11.6234,-2.69242,6.04874,4.71385,-1.94803,3.12396
25,0,6.70945,1.32526,-2.73855,-11.5682,-2.70192,6.07057,4.70731,-1.94886,3.12065
26,0,6.65902,1.33777,-2.76023,-11.5133,-2.71361,6.09066,4.70101,-1.94973,3.11773
27,0,6.60976,1.35205,-2.77915,-11.4601,-2.7277,6.10885,4.69529,-1.95076,3.11525
28,0,6.56273,1.36812,-2.79503,-11.41,-2.74426,6.1249,4.69044,-1.95203,3.11324
29,0,6.51888,1.38587,-2.80753,-11.3641,-2.7632,6.13848,4.68669,-1.95357,3.11172
30,0,6.47903,1.40504,-2.81627,-11.3234,-2.78427,6.1491,4.68418,-1.95536,3.11058
31,0,6.44393,1.42532,-2.82084,-11.2886,-2.80707,6.15614,4.68296,-1.9573,3.10968
32,0,6.41414,1.44629,-2.82094,-11.2601,-2.83106,6.15908,4.68286,-1.95917,3.10886
33,0,6.38992,1.4676,-2.81647,-11.2378,-2.85563,6.15767,4.6836,-1.96077,3.10803
34,0,6.37115,1.48885,-2.80768,-11.2212,-2.88021,6.15205,4.68488,-1.96188,3.10717
