Model Outputs
100
,,Sub4:LHeadAngles,,,Sub4:LNeckAngles,,,Sub4:LThoraxAngles,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z
,,deg,deg,deg,deg,deg,deg,deg,deg,deg
1,0,1.36841,4.17885,14.0183,-3.50459,-4.81132,-11.5743,3.18668,0.345657,2.11671
2,0,1.35384,4.17959,14.0061,-3.49712,-4.8123,-11.562,3.19343,0.342716,2.11753
3,0,1.33456,4.18074,13.9923,-3.485,-4.81203,-11.5502,3.19999,0.340193,2.1166
4,0,1.31079,4.18232,13.9785,-3.46763,-4.81022,-11.541,3.20559,0.338357,2.11347
5,0,1.28321,4.18432,13.9658,-3.44516,-4.80685,-11.5357,3.20976,0.337345,2.10799
6,0,1.25303,4.18662,13.9544,-3.41885,-4.8022,-11.534,3.2126,0.337088,2.10049
7,0,1.22176,4.18888,13.9435,-3.39101,-4.7967,-11.5343,3.21488,0.33732,2.09172
8,0,1.191,4.19057,13.932,-3.36451,-4.79069,-11.5343,3.21778,0.33773,2.08256
9,0,1.16213,4.19101,13.9189,-3.34221,-4.78441,-11.5318,3.2227,0.338045,2.07394
10,0,1.13614,4.1897,13.904,-3.32635,-4.77797,-11.526,3.23082,0.338145,2.06649
11,0,1.11357,4.18641,13.8881,-3.31815,-4.77133,-11.5174,3.24282,0.338179,2.06031
12,0,1.09461,4.18127,13.8722,-3.31779,-4.76438,-11.5073,3.25873,0.338514,2.05492
13,0,1.07912,4.17471,13.857,-3.32467,-4.75701,-11.4975,3.27814,0.339589,2.04952
14,0,1.06666,4.16742,13.8429,-3.33767,-4.74936,-11.4892,3.30046,0.341717,2.04331
15,0,1.05648,4.16015,13.8299,-3.3554,-4.74181,-11.4827,3.32518,0.344949,2.03584
16,0,1.04763,4.15356,13.8178,-3.3763,-4.7348,-11.4781,3.35184,0.349134,2.02706
17,0,1.03905,4.14808,13.8061,-3.39871,-4.72852,-11.4748,3.37989,0.354082,2.01711
18,0,1.02968,4.14389,13.7944,-3.42085,-4.72282,-11.4725,3.40861,0.359701,2.00623
19,0,1.01864,4.14103,13.7825,-3.44099,-4.7172,-11.4708,3.43708,0.366079,1.9945
20,0,1.00541,4.13951,13.7704,-3.45765,-4.71105,-11.4701,3.46423,0.373468,1.98186
21,0,0.989796,4.13934,13.7584,-3.46978,-4.70394,-11.4708,3.48915,0.382106,1.96822
22,0,0.971829,4.14053,13.747,-3.47696,-4.6958,-11.4732,3.51145,0.391989,1.95374
23,0,0.951618,4.14299,13.7365,-3.47942,-4.68695,-11.4771,3.5313,0.402788,1.939
24,0,0.929326,4.14651,13.7268,-3.47777,-4.67785,-11.4816,3.54924,0.414015,1.92475
25,0,0.905237,4.15085,13.7174,-3.47276,-4.66878,-11.4855,3.56576,0.425282,1.9116
26,0,0.87985,4.15568,13.7074,-3.46521,-4.65967,-11.4876,3.58106,0.436433,1.89988
27,0,0.853888,4.16051,13.6956,-3.45603,-4.65017,-11.4865,3.59516,0.447473,1.88971
28,0,0.828122,4.16469,13.6806,-3.44621,-4.63963,-11.4808,3.60799,0.458472,1.88108
29,0,0.803195,4.16739,13.6613,-3.4366,-4.62729,-11.4694,3.6195,0.469471,1.87391
30,0,0.779601,4.1678,13.6367,-3.42786,-4.61247,-11.4515,3.62962,0.480412,1.86814
31,0,0.757748,4.16533,13.6062,-3.42052,-4.59482,-11.4265,3.63835,0.491113,1.86368
32,0,0.737935,4.15964,13.5697,-3.41496,-4.57435,-11.3944,3.64574,0.501312,1.86045
33,0,0.720307,4.15063,13.5273,-3.41142,-4.55132,-11.3554,3.65196,0.510713,1.85828
34,0,0.70483,4.13836,13.4795,-3.41003,-4.52618,-11.3104,3.65733,0.519008,1.85691
35,0,0.691314,4.12299,13.4275,-3.41085,-4.49949,-11.2606,3.6623,0.525918,1.85608
36,0,0.679496,4.10475,13.3724,-3.41395,-4.47179,-11.2076,3.66739,0.531244,1.85551
37,0,0.669174,4.08389,13.3155,-3.41947,-4.44351,-11.1527,3.67314,0.53493,1.85494
38,0,0.660244,4.06055,13.2581,-3.42757,-4.41482,-11.0975,3.67994,0.537078,1.85414
39,0,0.652636,4.03471,13.2014,-3.43835,-4.38562,-11.0434,3.68799,0.537889,1.85296
40,0,0.646321,4.00627,13.1461,-3.45186,-4.35562,-10.9911,3.69736,0.537591,1.85133
41,0,0.641439,3.97507,13.0926,-3.46824,-4.32449,-10.9411,3.70803,0.536413,1.8492
42,0,0.638344,3.94106,13.041,-3.48781,-4.292,-10.8934,3.71987,0.534572,1.84645
43,0,0.637409,3.90428,12.9907,-3.51083,-4.25804,-10.8478,3.73273,0.532254,1.84299
44,0,0.638748,3.86489,12.9415,-3.53722,-4.22258,-10.8041,3.7464,0.529592,1.83872
45,0,0.642142,3.82328,12.8934,-3.56643,-4.18579,-10.7622,3.76059,0.52668,1.83363
46,0,0.647155,3.78002,12.8469,-3.59757,-4.14804,-10.7226,3.77498,0.523588,1.82782
47,0,0.653245,3.73585,12.8024,-3.62957,-4.1098,-10.6855,3.78921,0.520372,1.82155
48,0,0.659811,3.69145,12.7603,-3.66133,-4.07153,-10.651,3.80292,0.517077,1.81519
49,0,0.666263,3.64751,12.721,-3.69181,-4.03367,-10.6191,3.81578,0.513742,1.80908
50,0,0.672074,3.60468,12.6844,-3.72008,-3.99667,-10.5894,3.82753,0.510393,1.80347
51,0,0.676779,3.56354,12.6501,-3.74543,-3.9609,-10.5616,3.83798,0.507062,1.79852
52,0,0.679946,3.52444,12.6178,-3.76729,-3.92649,-10.5351,3.84701,0.503823,1.79431
53,0,0.681257,3.48753,12.5869,-3.78538,-3.89338,-10.5093,3.85462,0.500802,1.79086
54,0,0.680639,3.45287,12.5567,-3.7998,-3.86143,-10.4837,3.86091,0.498151,1.78816
55,0,0.678279,3.42042,12.5271,-3.81096,-3.83052,-10.4579,3.86605,0.496032,1.78624
56,0,0.674494,3.3901,12.4976,-3.81941,-3.8005,-10.4315,3.87021,0.494592,1.78513
57,0,0.669635,3.36177,12.4684,-3.82569,-3.77129,-10.4045,3.87352,0.493919,1.78491
58,0,0.664045,3.33538,12.4398,-3.83021,-3.74293,-10.3771,3.87611,0.494019,1.78565
59,0,0.658013,3.31084,12.412,-3.83335,-3.71551,-10.3494,3.87804,0.494822,1.78744
60,0,0.651745,3.28797,12.3852,-3.83538,-3.68905,-10.3216,3.87941,0.496203,1.7903
61,0,0.645387,3.26646,12.3596,-3.8366,-3.66347,-10.2939,3.88033,0.49801,1.79416
62,0,0.639037,3.246,12.3351,-3.83721,-3.63865,-10.2664,3.88089,0.500069,1.79887
63,0,0.632739,3.22629,12.3117,-3.83731,-3.61455,-10.2393,3.88112,0.502174,1.80425
64,0,0.626461,3.20705,12.2893,-3.83688,-3.59111,-10.2127,3.88101,0.50407,1.81016
65,0,0.620085,3.18795,12.2677,-3.83587,-3.56825,-10.1865,3.88061,0.505496,1.81652
