Trajectories
100
,,Sub2:LFHD,,,Sub2:RFHD,,,Sub2:LBHD,,,Sub2:RBHD,,,Sub2:C7,,,Sub2:T10,,,Sub2:CLAV,,,Sub2:STRN,,,Sub2:LSHO,,,Sub2:RSHO,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1,0,186.312271,350.551208,1410.687744,76.416389,351.331116,1408.930664,213.302719,500.341766,1386.308960,56.811359,492.761383,1378.749390,143.877151,565.623596,1218.767212,134.820908,623.654968,943.028381,130.481293,436.567535,1124.732910,128.425079,411.384949,969.338196,303.645111,513.139221,1171.683838,-44.439873,506.929871,1177.202026
2,0,186.034836,350.494263,1410.724243,76.138931,351.334442,1408.852417,213.136276,500.270966,1386.398315,56.649994,492.783234,1378.667603,143.871948,565.613647,1218.779785,134.896133,623.659363,943.040833,130.465088,436.589111,1124.719238,128.418167,411.432617,969.318542,303.632446,513.086548,1171.754028,-44.446495,506.968384,1177.171387
3,0,185.680450,350.422333,1410.769409,75.785156,351.340637,1408.760254,212.925171,500.179291,1386.509033,56.445312,492.813965,1378.571289,143.864563,565.597839,1218.796265,134.988602,623.661682,943.056274,130.438782,436.612457,1124.704590,128.407410,411.488007,969.296875,303.613708,513.010376,1171.842285,-44.458656,507.025238,1177.132446
4,0,185.261307,350.337524,1410.821167,75.367676,351.350433,1408.660400,212.678070,500.069305,1386.635864,56.205547,492.853516,1378.466675,143.854858,565.574463,1218.815674,135.092819,623.660645,943.073730,130.400604,436.634674,1124.690308,128.392212,411.546417,969.274780,303.588623,512.908875,1171.944092,-44.477852,507.101349,1177.086182
5,0,184.793259,350.242279,1410.877197,74.902588,351.364441,1408.559082,212.406433,499.944702,1386.772217,55.941406,492.900787,1378.360718,143.842941,565.541870,1218.837524,135.201935,623.655701,943.093323,130.349747,436.653137,1124.677124,128.372116,411.603394,969.253113,303.557648,512.781311,1172.053101,-44.505188,507.195129,1177.033203
6,0,184.291687,350.138428,1410.936157,74.405266,351.383453,1408.460693,212.121582,499.808563,1386.912354,55.663502,492.954590,1378.258301,143.829102,565.498352,1218.860962,135.309433,623.647522,943.115356,130.286331,436.665924,1124.665894,128.346725,411.655914,969.232178,303.521820,512.628418,1172.162720,-44.541283,507.303131,1176.973511
7,0,183.769882,350.027130,1410.997070,73.888672,351.408417,1408.369141,211.833191,499.662933,1387.050659,55.380962,493.014221,1378.163208,143.813660,565.443481,1218.886108,135.410400,623.637939,943.141052,130.211349,436.672089,1124.656128,128.315826,411.702820,969.211792,303.482422,512.452576,1172.267822,-44.586151,507.420837,1176.907837
8,0,183.238358,349.909515,1411.059326,73.363121,351.440277,1408.286743,211.548889,499.508453,1387.182983,55.100983,493.079437,1378.077271,143.796585,565.377258,1218.912964,135.501770,623.629395,943.171631,130.126465,436.671356,1124.647217,128.279266,411.744934,969.191223,303.440552,512.257629,1172.364868,-44.639034,507.543274,1176.837280
9,0,182.705246,349.786011,1411.123047,72.836487,351.479187,1408.213745,211.274323,499.345001,1387.305908,54.828964,493.149902,1377.999390,143.777451,565.300598,1218.941040,135.582214,623.624390,943.207886,130.033798,436.664032,1124.638550,128.237106,411.784363,969.168701,303.396851,512.048584,1172.452881,-44.698399,507.665802,1176.762573
10,0,182.176804,349.657318,1411.187622,72.314972,351.524109,1408.150635,211.013657,499.172241,1387.417114,54.568821,493.224548,1377.928101,143.755402,565.215088,1218.970337,135.651459,623.625122,943.250183,129.935699,436.650970,1124.628784,128.189621,411.823761,969.142883,303.351471,511.831116,1172.533691,-44.762177,507.784485,1176.684937
11,0,181.658066,349.524170,1411.252686,71.803864,351.572876,1408.097534,210.769699,498.990234,1387.515015,54.323170,493.301544,1377.861206,143.729507,565.123047,1219.000488,135.710022,623.632935,943.298218,129.834518,436.633270,1124.616699,128.137589,411.865662,969.112244,303.303925,511.610809,1172.609985,-44.828148,507.896240,1176.606812
12,0,181.153458,349.387543,1411.317139,71.308189,351.622284,1408.053467,210.543777,498.799866,1387.599609,54.093533,493.377960,1377.796875,143.698792,565.026794,1219.031616,135.758759,623.648254,943.351318,129.732452,436.612488,1124.601807,128.082428,411.911957,969.076355,303.253510,511.393738,1172.685425,-44.894447,507.998993,1176.529907
13,0,180.667572,349.248901,1411.379395,70.832726,351.668732,1408.017456,210.335968,498.603302,1387.671143,53.880501,493.449951,1377.733887,143.662521,564.929321,1219.063965,135.798538,623.671082,943.408325,129.631180,436.590424,1124.583740,128.025833,411.964020,969.035645,303.199158,511.185577,1172.762695,-44.959972,508.091614,1176.456177
14,0,180.205597,349.109863,1411.437866,70.382172,351.708527,1407.987427,210.145065,498.404236,1387.731079,53.683739,493.513123,1377.671631,143.620056,564.833252,1219.097656,135.829697,623.700867,943.467834,129.532013,436.569031,1124.562622,127.969582,412.022583,968.990845,303.139893,510.991577,1172.843506,-45.024548,508.173462,1176.387207
15,0,179.773499,348.972382,1411.490112,69.961563,351.737671,1407.960449,209.969269,498.207672,1387.781250,53.501900,493.562958,1377.609619,143.570892,564.741272,1219.131958,135.851929,623.736816,943.528748,129.435760,436.549805,1124.539429,127.915100,412.087555,968.943176,303.074677,510.816040,1172.927490,-45.088715,508.244385,1176.322632
