Model Outputs
100
,,Sub2:LNeckAngles,,,Sub2:LHeadAngles,,,Sub2:LThoraxAngles,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z
,,deg,deg,deg,deg,deg,deg,deg,deg,deg
1,0,-1.37774,-4.00433,2.29898,-2.92211,2.51172,0.863123,4.35704,-1.4722,3.10094
2,0,-1.37345,-4.05612,2.28765,-2.92882,2.57476,0.893147,4.36234,-1.4603,3.11825
3,0,-1.36798,-4.11785,2.2721,-2.93706,2.65095,0.933013,4.36888,-1.44497,3.14092
4,0,-1.36173,-4.18574,2.25213,-2.9463,2.73592,0.982194,4.3765,-1.42679,3.1683
5,0,-1.35537,-4.25614,2.22752,-2.95592,2.82519,1.03983,4.38514,-1.40665,3.19937
6,0,-1.34983,-4.32622,2.19791,-2.9652,2.91492,1.10508,4.39494,-1.38549,3.23299
7,0,-1.34622,-4.39388,2.16301,-2.97341,3.00216,1.1772,4.40621,-1.36419,3.26815
8,0,-1.34586,-4.45781,2.12275,-2.97976,3.08494,1.25545,4.4194,-1.34337,3.30397
9,0,-1.35012,-4.51744,2.07719,-2.98338,3.16225,1.3391,4.43498,-1.32346,3.33974
10,0,-1.3602,-4.57269,2.02655,-2.98348,3.23379,1.42736,4.45327,-1.30463,3.3748
11,0,-1.37672,-4.62356,1.97126,-2.97958,3.29954,1.51923,4.47432,-1.2869,3.40856
12,0,-1.3996,-4.67007,1.91207,-2.97167,3.35968,1.61339,4.49792,-1.27013,3.44042
13,0,-1.42802,-4.71232,1.85024,-2.96027,3.41458,1.708,4.52362,-1.25411,3.46986
14,0,-1.46059,-4.75058,1.78759,-2.94638,3.46479,1.80065,4.55082,-1.23864,3.49633
15,0,-1.49535,-4.78505,1.72646,-2.93157,3.51076,1.88841,4.57885,-1.22361,3.51935
16,0,-1.52984,-4.81565,1.66956,-2.91785,3.55262,1.96792,4.60699,-1.20902,3.53848
17,0,-1.56151,-4.84201,1.61976,-2.90731,3.59015,2.03574,4.63446,-1.19488,3.55328
18,0,-1.58817,-4.86367,1.57965,-2.90167,3.62305,2.08869,4.6605,-1.18122,3.56335
19,0,-1.60834,-4.88022,1.55118,-2.90204,3.65103,2.12438,4.68448,-1.16808,3.56838
20,0,-1.62116,-4.89139,1.53536,-2.9089,3.6739,2.14158,4.70593,-1.15547,3.56822
21,0,-1.62626,-4.89706,1.53214,-2.92225,3.69151,2.14032,4.72444,-1.1434,3.56287
22,0,-1.62359,-4.89735,1.54049,-2.94168,3.70392,2.12179,4.73967,-1.13194,3.55253
23,0,-1.61338,-4.89273,1.55881,-2.96643,3.71144,2.08805,4.75127,-1.12116,3.53761
24,0,-1.59603,-4.8838,1.58512,-2.99549,3.71449,2.04169,4.75887,-1.11114,3.5187
25,0,-1.57209,-4.87113,1.61735,-3.02771,3.71346,1.98547,4.76213,-1.10194,3.49642
26,0,-1.54227,-4.85519,1.65348,-3.06188,3.70861,1.92204,4.76079,-1.09364,3.47134
27,0,-1.50757,-4.83638,1.69171,-3.09665,3.70005,1.8538,4.75474,-1.08639,3.44397
28,0,-1.46944,-4.81511,1.73058,-3.13053,3.68785,1.78281,4.74409,-1.08043,3.41481
29,0,-1.42984,-4.7919,1.76914,-3.16168,3.67216,1.71068,4.72915,-1.07603,3.38437
30,0,-1.39134,-4.76735,1.80699,-3.18799,3.65321,1.63852,4.71047,-1.07341,3.35318
31,0,-1.35698,-4.74204,1.84439,-3.20711,3.63144,1.56682,4.6888,-1.07267,3.3218
32,0,-1.32996,-4.71651,1.88213,-3.21668,3.60734,1.49555,4.66497,-1.07375,3.29076
33,0,-1.31322,-4.69117,1.92136,-3.21464,3.58151,1.42432,4.63985,-1.07648,3.26061
34,0,-1.30911,-4.6665,1.96326,-3.1994,3.55459,1.35262,4.61415,-1.08065,3.23189
35,0,-1.31928,-4.64304,2.00865,-3.16993,3.5273,1.28016,4.58848,-1.08611,3.205
36,0,-1.34476,-4.6214,2.05761,-3.12577,3.50032,1.20712,4.56339,-1.09283,3.18016
37,0,-1.3862,-4.602,2.10954,-3.06681,3.47404,1.13422,4.53954,-1.10085,3.15746
38,0,-1.44414,-4.58485,2.16336,-2.99328,3.44845,1.06256,4.51775,-1.11023,3.13691
39,0,-1.51893,-4.56942,2.2179,-2.90573,3.42307,0.99342,4.49901,-1.12089,3.11862
40,0,-1.61042,-4.55455,2.27216,-2.80518,3.39708,0.927921,4.48427,-1.13256,3.10279
41,0,-1.71758,-4.53863,2.3255,-2.69327,3.36942,0.866832,4.4742,-1.14466,3.08968
42,0,-1.83833,-4.51979,2.37774,-2.57226,3.339,0.810487,4.46895,-1.15651,3.07962
43,0,-1.96951,-4.4964,2.42895,-2.44499,3.30492,0.75893,4.46823,-1.16738,3.07296
44,0,-2.10707,-4.46743,2.47931,-2.31488,3.26677,0.712044,4.47139,-1.17672,3.07006
45,0,-2.24626,-4.43271,2.52896,-2.18592,3.22467,0.66958,4.47766,-1.18428,3.07109
46,0,-2.38208,-4.39308,2.57789,-2.06238,3.17931,0.631196,4.48632,-1.19025,3.07595
47,0,-2.50985,-4.35037,2.6258,-1.94835,3.13186,0.596507,4.49677,-1.19532,3.08419
48,0,-2.62575,-4.3072,2.67219,-1.84725,3.08384,0.565155,4.50861,-1.20059,3.09507
49,0,-2.72706,-4.26643,2.71641,-1.76154,3.03692,0.536899,4.52157,-1.20725,3.10778
50,0,-2.81213,-4.23054,2.75796,-1.69269,2.99257,0.511676,4.5355,-1.2163,3.12172
51,0,-2.88031,-4.20124,2.79653,-1.64129,2.95192,0.489655,4.55032,-1.22825,3.13672
52,0,-2.93167,-4.17937,2.83176,-1.60714,2.91579,0.47135,4.56597,-1.24309,3.15281
53,0,-2.96687,-4.165,2.86279,-1.58942,2.88466,0.457725,4.58233,-1.26032,3.17003
54,0,-2.98702,-4.1575,2.88837,-1.58678,2.85852,0.45003,4.59923,-1.27923,3.18828
55,0,-2.99358,-4.15568,2.90742,-1.59753,2.83675,0.449208,4.61648,-1.29918,3.20735
56,0,-2.98811,-4.15804,2.9195,-1.61986,2.81822,0.455481,4.63387,-1.31979,3.22695
57,0,-2.97203,-4.16312,2.92453,-1.65199,2.80168,0.46845,4.65095,-1.34086,3.24662
58,0,-2.94635,-4.16965,2.92258,-1.69231,2.78608,0.487322,4.66709,-1.36218,3.2656
59,0,-2.91156,-4.1764,2.9141,-1.73958,2.77065,0.510612,4.6814,-1.38342,3.28288
60,0,-2.86782,-4.18195,2.90104,-1.79306,2.75449,0.535377,4.69311,-1.40416,3.29748
61,0,-2.81541,-4.18482,2.88697,-1.85239,2.73666,0.557429,4.70177,-1.42411,3.30883
62,0,-2.7551,-4.18403,2.87568,-1.9171,2.71649,0.572892,4.70746,-1.4431,3.31683
63,0,-2.68847,-4.17944,2.86985,-1.98634,2.69396,0.579479,4.71069,-1.46115,3.3218
64,0,-2.61774,-4.17162,2.87024,-2.05863,2.66957,0.576897,4.7122,-1.4783,3.32407
65,0,-2.54555,-4.16148,2.87554,-2.13199,2.64413,0.566819,4.71275,-1.49455,3.32383
66,0,-2.47455,-4.14999,2.88306,-2.20417,2.61846,0.552105,4.71298,-1.50987,3.3211
67,0,-2.40722,-4.13781,2.89023,-2.2729,2.59312,0.535505,4.71327,-1.52424,3.31588
68,0,-2.34575,-4.12537,2.89527,-2.33604,2.56846,0.518999,4.71384,-1.53761,3.30829
69,0,-2.29205,-4.1131,2.89714,-2.39167,2.54496,0.50394,4.71474,-1.54985,3.29854
70,0,-2.24757,-4.10152,2.89543,-2.43825,2.52326,0.491178,4.71597,-1.5608,3.28696
71,0,-2.2131,-4.09097,2.89058,-2.47493,2.50383,0.480793,4.71747,-1.57033,3.27405
72,0,-2.18863,-4.08131,2.88441,-2.50169,2.48658,0.471514,4.71911,-1.57845,3.26038
73,0,-2.17347,-4.07174,2.88026,-2.51927,2.47061,0.460469,4.72074,-1.58537,3.24648
74,0,-2.16648,-4.06102,2.88191,-2.52888,2.45453,0.444118,4.72219,-1.59139,3.23272
75,0,-2.16635,-4.04808,2.89193,-2.53183,2.43702,0.419971,4.72328,-1.59689,3.21929
76,0,-2.17181,-4.0326,2.91075,-2.52928,2.41745,0.387621,4.72387,-1.60217,3.20631
77,0,-2.18181,-4.01516,2.93667,-2.52209,2.39618,0.348884,4.72389,-1.60744,3.19393
78,0,-2.19559,-3.99728,2.96615,-2.51077,2.37449,0.307487,4.72339,-1.61278,3.18232
79,0,-2.21259,-3.98079,2.995,-2.49567,2.35402,0.267843,4.72246,-1.61821,3.17166
80,0,-2.23226,-3.96709,3.02012,-2.47722,2.33613,0.233251,4.7212,-1.62368,3.16212
81,0,-2.25396,-3.95683,3.04027,-2.45597,2.32152,0.205109,4.71964,-1.62907,3.15384
82,0,-2.27707,-3.95009,3.05546,-2.43257,2.31041,0.183431,4.71778,-1.63424,3.14687
83,0,-2.30099,-3.94668,3.06626,-2.40759,2.30276,0.167643,4.71559,-1.63906,3.14123
84,0,-2.32524,-3.94621,3.07333,-2.3816,2.29831,0.15704,4.71306,-1.64343,3.13692
85,0,-2.34932,-3.94815,3.07735,-2.35509,2.29662,0.150951,4.71017,-1.64727,3.13394
86,0,-2.37271,-3.95198,3.0788,-2.32863,2.29722,0.148825,4.7069,-1.65055,3.13231
87,0,-2.39485,-3.95732,3.07791,-2.30279,2.29969,0.150377,4.70327,-1.65334,3.13197
