Model Outputs
100
,,Sub5:LHeadAngles,,,Sub5:LNeckAngles,,,Sub5:LThoraxAngles,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z
,,deg,deg,deg,deg,deg,deg,deg,deg,deg
1,0,-3.00354,-1.55693,-0.103992,-3.77906,2.41797,4.61639,6.78405,0.857578,4.61527
2,0,-3.00013,-1.55765,-0.0998781,-3.79095,2.42028,4.61552,6.79234,0.859444,4.61887
3,0,-2.9971,-1.55842,-0.0948184,-3.80403,2.42324,4.61434,6.80217,0.86197,4.62315
4,0,-2.9953,-1.55912,-0.089038,-3.81638,2.42661,4.6128,6.81246,0.865024,4.62776
5,0,-2.99545,-1.55951,-0.0827976,-3.82605,2.42994,4.61083,6.82201,0.868391,4.63229
6,0,-2.998,-1.55927,-0.0763606,-3.83179,2.43276,4.60838,6.83002,0.871877,4.6364
7,0,-3.00315,-1.55814,-0.0700212,-3.83323,2.43469,4.60556,6.83634,0.875356,4.63987
8,0,-3.01091,-1.55597,-0.0641317,-3.83064,2.43553,4.60263,6.84127,0.878751,4.64261
9,0,-3.02117,-1.55275,-0.0590354,-3.82462,2.43526,4.59996,6.84529,0.882025,4.64465
10,0,-3.03368,-1.54855,-0.0549653,-3.81592,2.43397,4.59788,6.84894,0.885186,4.64611
11,0,-3.04804,-1.54347,-0.0520407,-3.80534,2.4318,4.59668,6.85261,0.888278,4.6472
12,0,-3.06377,-1.53754,-0.0503562,-3.79358,2.42887,4.59662,6.85653,0.891357,4.64812
13,0,-3.08038,-1.53085,-0.0500163,-3.78118,2.42531,4.5979,6.86074,0.894488,4.64896
14,0,-3.09744,-1.52349,-0.0510552,-3.76843,2.42127,4.60055,6.86512,0.897722,4.64975
15,0,-3.11468,-1.5156,-0.0533747,-3.75533,2.41692,4.6044,6.86938,0.901077,4.65041
16,0,-3.1321,-1.50749,-0.0567765,-3.74145,2.41247,4.60914,6.87309,0.904497,4.65087
17,0,-3.14986,-1.49947,-0.0609857,-3.7262,2.40814,4.61445,6.87579,0.907881,4.65106
18,0,-3.16808,-1.49168,-0.065633,-3.70902,2.40393,4.61996,6.87705,0.911134,4.65098
19,0,-3.18673,-1.48403,-0.0702888,-3.68971,2.39969,4.62533,6.87661,0.914215,4.6507
20,0,-3.20555,-1.47633,-0.0745583,-3.66839,2.39518,4.63027,6.87432,0.917117,4.65034
21,0,-3.22412,-1.46839,-0.0781617,-3.64543,2.39023,4.63463,6.87011,0.919847,4.65002
22,0,-3.2419,-1.46018,-0.0809473,-3.62136,2.38479,4.63829,6.86396,0.922413,4.64976
23,0,-3.25825,-1.45171,-0.0828621,-3.59689,2.37888,4.64114,6.85594,0.924833,4.64954
24,0,-3.27248,-1.44298,-0.0839244,-3.57288,2.37255,4.6431,6.84624,0.927143,4.64929
25,0,-3.28396,-1.434,-0.0842008,-3.55025,2.36587,4.64414,6.83513,0.929411,4.64893
26,0,-3.29215,-1.42483,-0.083796,-3.52982,2.35901,4.64432,6.8229,0.931724,4.64843
27,0,-3.29666,-1.41566,-0.0828843,-3.51222,2.35224,4.64379,6.80979,0.934158,4.64781
28,0,-3.29718,-1.40672,-0.0817012,-3.49789,2.34586,4.64279,6.79595,0.936763,4.64709
29,0,-3.29349,-1.39822,-0.0804381,-3.48716,2.3401,4.64147,6.7815,0.939577,4.64625
30,0,-3.28542,-1.39028,-0.0791678,-3.48028,2.33513,4.63984,6.76651,0.942612,4.64523
31,0,-3.27289,-1.38304,-0.0778681,-3.47739,2.33104,4.63779,6.75105,0.945822,4.64396
32,0,-3.25594,-1.37662,-0.076454,-3.47849,2.32781,4.63517,6.73514,0.949085,4.64239
33,0,-3.23472,-1.37101,-0.0748012,-3.48339,2.32524,4.6319,6.71875,0.952214,4.64055
