Model Outputs
100
,,Sub2:LHeadAngles,,,Sub2:LNeckAngles,,,Sub2:LThoraxAngles,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z
,,deg,deg,deg,deg,deg,deg,deg,deg,deg
1,0,0.191118,3.11267,0.466878,-0.745094,-4.07402,3.24652,0.58535,-0.955432,3.67227
2,0,0.183666,3.115,0.470842,-0.741548,-4.07668,3.24179,0.589565,-0.955734,3.67166
3,0,0.174147,3.11777,0.475659,-0.737192,-4.07936,3.23568,0.5951,-0.955613,3.67056
4,0,0.162961,3.12081,0.480983,-0.732299,-4.08164,3.22843,0.6018,-0.954816,3.66885
5,0,0.150672,3.12397,0.486311,-0.72723,-4.08313,3.22043,0.609422,-0.953122,3.66641
6,0,0.137848,3.12712,0.491017,-0.722305,-4.08363,3.21228,0.61767,-0.95044,3.66319
7,0,0.124919,3.13022,0.494464,-0.717634,-4.08319,3.20471,0.62618,-0.9469,3.65928
8,0,0.112108,3.13332,0.496201,-0.713043,-4.08221,3.19841,0.634526,-0.942833,3.65492
9,0,0.0994764,3.13651,0.496116,-0.7082,-4.08119,3.19382,0.642311,-0.938654,3.65047
10,0,0.0870526,3.13978,0.494395,-0.702856,-4.08045,3.1911,0.649276,-0.934716,3.64628
11,0,0.074923,3.14301,0.491348,-0.697027,-4.08013,3.19028,0.655371,-0.931252,3.6427
12,0,0.0632436,3.14601,0.487289,-0.69109,-4.08024,3.19131,0.660839,-0.928456,3.63996
13,0,0.052223,3.14861,0.482516,-0.685797,-4.08085,3.19402,0.666244,-0.926564,3.63816
14,0,0.0420882,3.15066,0.477348,-0.682047,-4.08208,3.19816,0.672279,-0.925837,3.63732
15,0,0.0330106,3.15204,0.472158,-0.680429,-4.08399,3.20336,0.679388,-0.926447,3.63742
16,0,0.025048,3.15268,0.467358,-0.680945,-4.08648,3.20914,0.687542,-0.928362,3.63837
17,0,0.0181689,3.15251,0.463354,-0.683033,-4.08921,3.21478,0.696239,-0.931291,3.63989
18,0,0.0123158,3.15142,0.460496,-0.685766,-4.09157,3.21935,0.704633,-0.934754,3.64147
19,0,0.00743559,3.14929,0.458991,-0.688321,-4.093,3.22205,0.711967,-0.938307,3.64256
20,0,0.00349454,3.14611,0.458892,-0.690554,-4.09328,3.22262,0.71813,-0.941763,3.64294
21,0,0.000509888,3.14206,0.460134,-0.692972,-4.09266,3.22129,0.723612,-0.945157,3.64278
22,0,-0.00143562,3.13758,0.462598,-0.696154,-4.09161,3.21851,0.728901,-0.948527,3.64234
23,0,-0.00222986,3.13323,0.466162,-0.700288,-4.09057,3.21455,0.734066,-0.951768,3.64177
