Model Outputs
100
,,Sub5:LHeadAngles,,,Sub5:LNeckAngles,,,Sub5:LThoraxAngles,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z
,,deg,deg,deg,deg,deg,deg,deg,deg,deg
1,0,-0.743203,1.50757,1.39146,-3.86762,0.034586,1.59819,4.61041,1.63256,2.88482
2,0,-0.743803,1.50369,1.38662,-3.86677,0.0387423,1.60253,4.61007,1.6325,2.88462
3,0,-0.745616,1.49951,1.38126,-3.86422,0.0433696,1.60728,4.60923,1.63254,2.88438
4,0,-0.749074,1.49558,1.37599,-3.8594,0.047936,1.61187,4.60778,1.63272,2.88411
5,0,-0.754449,1.49245,1.37138,-3.85199,0.0519347,1.61577,4.60566,1.63312,2.88382
6,0,-0.761801,1.49049,1.36785,-3.84198,0.0550046,1.61858,4.60293,1.63378,2.88353
7,0,-0.770989,1.48989,1.36573,-3.8297,0.0569559,1.62008,4.59979,1.63471,2.88329
8,0,-0.781688,1.49063,1.36514,-3.81575,0.0577587,1.62023,4.59653,1.63591,2.88319
9,0,-0.793406,1.49254,1.36605,-3.80097,0.0575159,1.61921,4.59347,1.63731,2.88335
10,0,-0.805527,1.4954,1.36823,-3.78627,0.0563868,1.61731,4.59092,1.63884,2.88385
11,0,-0.817368,1.49898,1.37142,-3.7726,0.0544838,1.61489,4.58913,1.64043,2.88476
12,0,-0.828262,1.50319,1.37538,-3.76079,0.0518376,1.61223,4.58827,1.64198,2.88609
13,0,-0.837648,1.50793,1.37985,-3.75143,0.0484871,1.60957,4.58837,1.64345,2.88784
14,0,-0.845103,1.51306,1.38456,-3.74491,0.0445987,1.60713,4.58938,1.64484,2.88994
15,0,-0.850329,1.51833,1.3892,-3.74147,0.0404598,1.60513,4.59126,1.64619,2.89232
16,0,-0.853148,1.5235,1.39346,-3.74134,0.0363659,1.60379,4.59404,1.64753,2.8949
17,0,-0.853579,1.52832,1.3971,-3.74461,0.0325518,1.6033,4.59783,1.64884,2.89762
18,0,-0.851905,1.53261,1.39989,-3.75115,0.0291928,1.60376,4.60278,1.65009,2.9004
19,0,-0.848671,1.5362,1.40164,-3.76048,0.0264034,1.60526,4.60894,1.65121,2.90315
20,0,-0.844627,1.53901,1.40225,-3.77179,0.024226,1.60781,4.61626,1.65213,2.90579
21,0,-0.840637,1.54106,1.40168,-3.78395,0.0226415,1.61132,4.62447,1.65283,2.90826
22,0,-0.837581,1.54251,1.39998,-3.79566,0.0215969,1.61569,4.63316,1.65338,2.9105
23,0,-0.836271,1.54358,1.39717,-3.80562,0.021027,1.62079,4.64183,1.65391,2.91245
24,0,-0.8374,1.54444,1.39324,-3.81267,0.0208725,1.62661,4.65002,1.65452,2.91409
25,0,-0.841481,1.54522,1.38816,-3.81602,0.0210955,1.63317,4.65746,1.65526,2.91543
26,0,-0.848776,1.54595,1.38188,-3.81532,0.0216857,1.6405,4.66405,1.65614,2.91647
27,0,-0.859235,1.54659,1.37438,-3.81065,0.0226181,1.64862,4.66984,1.65712,2.91719
28,0,-0.872532,1.54712,1.36577,-3.80247,0.0237768,1.65737,4.67495,1.65806,2.91755
29,0,-0.888213,1.54757,1.35632,-3.79144,0.0249722,1.6665,4.67959,1.65883,2.91753
