Trajectories
100
,,Sub6:LFHD,,,Sub6:RFHD,,,Sub6:LBHD,,,Sub6:RBHD,,,Sub6:C7,,,Sub6:T10,,,Sub6:CLAV,,,Sub6:STRN,,,Sub6:LSHO,,,Sub6:RSHO,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1,0,110.076202,326.928375,1298.934204,-0.841554,324.576813,1301.656128,136.875320,470.016357,1261.169189,-26.314919,467.810120,1259.670044,57.340866,507.882965,1116.340210,51.224247,555.426270,872.925659,49.462833,364.091583,1055.108643,51.538124,324.425385,904.764709,244.945038,428.961121,1059.081055,-134.521622,425.160004,1065.626709
2,0,110.069542,326.950623,1298.951782,-0.848283,324.619110,1301.692871,136.893356,470.022125,1261.148071,-26.293701,467.839050,1259.680908,57.332687,507.846588,1116.285522,51.225147,555.424316,872.924072,49.464146,364.088043,1055.097900,51.536213,324.421021,904.765198,244.947479,428.959106,1059.073364,-134.519928,425.166260,1065.622925
3,0,110.058487,326.976044,1298.969482,-0.860054,324.669952,1301.735229,136.915329,470.027435,1261.125732,-26.269093,467.877075,1259.697021,57.328342,507.811859,1116.227905,51.225716,555.422363,872.921875,49.464138,364.083069,1055.083130,51.532276,324.416565,904.767456,244.949005,428.957214,1059.063843,-134.518417,425.176727,1065.618530
4,0,110.042412,327.002594,1298.984497,-0.878132,324.725647,1301.780151,136.939743,470.031586,1261.104858,-26.242933,467.922729,1259.717773,57.328266,507.784973,1116.173828,51.225822,555.420654,872.918518,49.461941,364.076813,1055.064575,51.525650,324.413147,904.771851,244.948792,428.955994,1059.053101,-134.517380,425.192566,1065.613647
5,0,110.021286,327.028259,1298.994263,-0.903467,324.781830,1301.823608,136.964935,470.034119,1261.087280,-26.217344,467.973816,1259.742676,57.331314,507.771423,1116.130371,51.225521,555.419128,872.913818,49.456814,364.069672,1055.041992,51.515804,324.412079,904.778320,244.946289,428.955994,1059.041626,-134.517059,425.214417,1065.608887
6,0,109.995583,327.051483,1298.996216,-0.936463,324.834442,1301.862793,136.989014,470.035339,1261.074951,-26.194305,468.028076,1259.770142,57.336353,507.775238,1116.101074,51.224949,555.418030,872.907471,49.448318,364.062103,1055.016724,51.502541,324.414398,904.785950,244.941254,428.957520,1059.030151,-134.517548,425.242432,1065.604492
7,0,109.966148,327.071503,1298.988647,-0.976617,324.880402,1301.895386,137.010223,470.035858,1261.067993,-26.175299,468.083191,1259.799805,57.342686,507.797424,1116.087402,51.224239,555.417175,872.899231,49.436481,364.054779,1054.989746,51.486092,324.420685,904.793823,244.933853,428.960266,1059.018555,-134.518906,425.276184,1065.600464
8,0,109.933968,327.087982,1298.971436,-1.021937,324.918549,1301.918701,137.026993,470.036469,1261.066650,-26.161287,468.137482,1259.831177,57.349495,507.835815,1116.089478,51.223381,555.416809,872.889343,49.421692,364.048279,1054.962402,51.467075,324.430786,904.801086,244.924591,428.963837,1059.007446,-134.521240,425.314728,1065.596680
9,0,109.899879,327.100861,1298.944458,-1.068643,324.949677,1301.931519,137.038254,470.038086,1261.070801,-26.152662,468.189606,1259.863770,57.355991,507.885620,1116.104980,51.222397,555.417114,872.878174,49.404480,364.043213,1054.936279,51.446342,324.443695,904.807190,244.913864,428.967499,1058.996948,-134.524750,425.356689,1065.592407
10,0,109.864525,327.110321,1298.909546,-1.112220,324.976013,1301.932007,137.043381,470.041046,1261.080200,-26.149149,468.238617,1259.896729,57.361950,507.941498,1116.130737,51.221382,555.418213,872.866577,49.385460,364.039917,1054.912476,51.424717,324.457977,904.812012,244.901978,428.970581,1058.987549,-134.529480,425.400604,1065.587524
11,0,109.828461,327.116180,1298.868164,-1.149396,324.999603,1301.919556,137.042374,470.045319,1261.094116,-26.150133,468.283813,1259.930054,57.366932,507.998535,1116.162476,51.220581,555.420288,872.855225,49.365253,364.038727,1054.891113,51.402927,324.472229,904.815247,244.888855,428.972321,1058.979492,-134.535629,425.445099,1065.581421
12,0,109.792282,327.118530,1298.823120,-1.179095,325.021576,1301.895386,137.035660,470.050568,1261.111694,-26.155100,468.324677,1259.962524,57.369377,508.053314,1116.195679,51.220215,555.423584,872.844910,49.344429,364.039734,1054.872925,51.381535,324.485596,904.816711,244.874191,428.972290,1058.973389,-134.543243,425.488892,1065.574463
13,0,109.756607,327.117157,1298.776489,-1.202110,325.041962,1301.861572,137.024002,470.056061,1261.132080,-26.163748,468.360626,1259.994141,57.367458,508.104218,1116.227783,51.220325,555.428406,872.836060,49.323338,364.043091,1054.857788,51.360832,324.497772,904.816772,244.857651,428.970062,1058.969604,-134.552444,425.531006,1065.566162
14,0,109.721832,327.112091,1298.730957,-1.220454,325.059753,1301.820801,137.008316,470.061127,1261.154907,-26.175938,468.390991,1260.023926,57.360260,508.152557,1116.258911,51.220718,555.434875,872.828430,49.302036,364.048798,1054.845703,51.340755,324.508636,904.815613,244.838882,428.965607,1058.968384,-134.563293,425.570953,1065.557495
15,0,109.687996,327.103485,1298.687988,-1.236490,325.073425,1301.776123,136.989304,470.065094,1261.179077,-26.191641,468.415192,1260.051636,57.347401,508.200836,1116.290405,51.221077,555.443298,872.822021,49.280289,364.056976,1054.836426,51.321037,324.518463,904.813782,244.817581,428.958862,1058.969971,-134.575775,425.608765,1065.548340
16,0,109.654907,327.091736,1298.647827,-1.252317,325.081390,1301.729858,136.967239,470.067566,1261.204956,-26.211029,468.432587,1260.076416,57.328365,508.250305,1116.321533,51.220932,555.453735,872.816711,49.257690,364.067474,1054.829956,51.301338,324.527405,904.811829,244.793579,428.950195,1058.974487,-134.589920,425.644714,1065.538818
17,0,109.622360,327.076935,1298.610718,-1.269688,325.082031,1301.683472,136.941940,470.068329,1261.232788,-26.234642,468.442780,1260.098877,57.302826,508.301025,1116.350342,51.219765,555.466125,872.811890,49.233791,364.080048,1054.826660,51.281246,324.535553,904.810547,244.766937,428.940094,1058.981934,-134.605972,425.679840,1065.529175
18,0,109.590233,327.059296,1298.574829,-1.289602,325.074158,1301.637329,136.913025,470.067474,1261.262695,-26.263105,468.445770,1260.119995,57.271156,508.353058,1116.375366,51.217270,555.480164,872.807678,49.208153,364.094147,1054.825928,51.260265,324.542816,904.810547,244.737930,428.929077,1058.992065,-134.624191,425.715271,1065.519287
19,0,109.558662,327.038818,1298.538574,-1.311942,325.057037,1301.590698,136.880096,470.065216,1261.295044,-26.296679,468.441681,1260.140747,57.234283,508.406769,1116.396973,51.213570,555.495361,872.803833,49.180454,364.109161,1054.827393,51.237911,324.549255,904.812195,244.706955,428.917633,1059.004272,-134.644760,425.752289,1065.509277
20,0,109.528008,327.015472,1298.499512,-1.335883,325.030304,1301.541992,136.842850,470.062073,1261.329712,-26.335173,468.430511,1260.161987,57.193283,508.461548,1116.415527,51.209167,555.511108,872.800110,49.150539,364.124451,1054.830078,51.213871,324.555237,904.815613,244.674377,428.905945,1059.018188,-134.667740,425.792053,1065.498535
21,0,109.498627,326.989197,1298.455811,-1.360538,324.994049,1301.489868,136.801132,470.058441,1261.366089,-26.378174,468.412323,1260.185181,57.149403,508.515900,1116.430176,51.204750,555.527039,872.796387,49.118401,364.139252,1054.833252,51.188046,324.561432,904.820190,244.640533,428.894196,1059.032593,-134.693054,425.835266,1065.487183
22,0,109.470833,326.959961,1298.406372,-1.385216,324.948547,1301.432739,136.754990,470.054657,1261.403564,-26.425230,468.387207,1260.210693,57.104118,508.566925,1116.438965,51.200928,555.542908,872.792847,49.084213,364.153076,1054.835815,51.160469,324.568939,904.825439,244.605576,428.882629,1059.047119,-134.720581,425.882294,1065.474487
23,0,109.444778,326.927582,1298.349854,-1.409430,324.894226,1301.370117,136.704514,470.050751,1261.441040,-26.475903,468.355286,1260.239502,57.059475,508.610321,1116.439575,51.197937,555.558533,872.789246,49.048260,364.165314,1054.836426,51.131485,324.578766,904.830139,244.569672,428.871674,1059.061401,-134.750061,425.933044,1065.460815
24,0,109.420502,326.891663,1298.286499,-1.432885,324.831573,1301.301880,136.650040,470.046326,1261.478027,-26.529825,468.316498,1260.271851,57.018459,508.640930,1116.429565,51.195480,555.573730,872.785522,49.010899,364.175385,1054.833862,51.101780,324.591797,904.833435,244.533096,428.861847,1059.075562,-134.781174,425.987152,1065.445190
25,0,109.397995,326.851868,1298.216431,-1.455454,324.761353,1301.227905,136.592255,470.040863,1261.514404,-26.586716,468.270996,1260.307739,56.984215,508.653168,1116.406738,51.192795,555.588074,872.781250,48.972561,364.182648,1054.827393,51.072350,324.608612,904.834229,244.496201,428.854095,1059.089600,-134.813370,426.043854,1065.427734
26,0,109.377281,326.807922,1298.140137,-1.477109,324.684204,1301.148560,136.532196,470.033508,1261.549316,-26.646212,468.219513,1260.347046,56.958912,508.642303,1116.367920,51.189163,555.601379,872.776123,48.933628,364.186432,1054.815918,51.044186,324.629639,904.832031,244.459366,428.849396,1059.103760,-134.846039,426.102142,1065.407593
27,0,109.358566,326.759308,1298.058472,-1.497846,324.600677,1301.063843,136.471054,470.023407,1261.582642,-26.707550,468.163025,1260.388672,56.943832,508.605347,1116.311401,51.184395,555.613586,872.770203,48.894379,364.185974,1054.799072,51.017998,324.654633,904.826782,244.423096,428.848480,1059.117798,-134.878677,426.160583,1065.384888
28,0,109.342072,326.705811,1297.972534,-1.517573,324.511139,1300.974609,136.409897,470.009583,1261.613647,-26.769428,468.102295,1260.431274,56.939037,508.543793,1116.238647,51.178867,555.624634,872.763245,48.855026,364.181030,1054.777588,50.994041,324.682892,904.818909,244.387955,428.851501,1059.131958,-134.911026,426.217682,1065.359253
29,0,109.327972,326.647217,1297.883911,-1.535865,324.415955,1300.881958,136.349442,469.991394,1261.641968,-26.830435,468.037231,1260.473389,56.941505,508.467377,1116.157104,51.173233,555.634705,872.755493,48.815918,364.172546,1054.753052,50.972176,324.712830,904.809265,244.354645,428.857880,1059.146118,-134.942932,426.271820,1065.330933
30,0,109.316437,326.583954,1297.794434,-1.551704,324.315033,1300.788452,136.289780,469.968445,1261.667725,-26.889963,467.966614,1260.513184,56.945461,508.391632,1116.079102,51.168121,555.643555,872.747314,48.777668,364.162506,1054.728271,50.952011,324.743073,904.799316,244.323914,428.866364,1059.160645,-134.974350,426.321838,1065.300903
31,0,109.308136,326.517090,1297.707764,-1.563233,324.208008,1300.696899,136.229996,469.941406,1261.691040,-26.948820,467.888031,1260.549927,56.945751,508.329620,1116.014771,51.164055,555.651428,872.739014,48.741104,364.153717,1054.706299,50.933090,324.772369,904.790710,244.296158,428.875275,1059.175293,-135.005081,426.366760,1065.270386
32,0,109.304779,326.448761,1297.627319,-1.567629,324.093811,1300.610962,136.167892,469.912140,1261.712402,-27.009239,467.797943,1260.582031,56.940025,508.287659,1115.968140,51.161377,555.658325,872.730896,48.706894,364.148987,1054.690063,50.914986,324.800018,904.784729,244.271545,428.883240,1059.190674,-135.034912,426.406555,1065.241211
33,0,109.309540,326.382538,1297.557129,-1.561081,323.970551,1300.534668,136.099823,469.884247,1261.731689,-27.074707,467.691376,1260.608032,56.928173,508.265686,1115.938232,51.160290,555.664368,872.723511,48.675301,364.150116,1054.680786,50.897205,324.825806,904.782654,244.249786,428.889435,1059.206665,-135.063446,426.442139,1065.215698
34,0,109.327408,326.323334,1297.500366,-1.538703,323.835419,1300.471313,136.020462,469.863373,1261.748535,-27.150120,467.562012,1260.626709,56.911285,508.260559,1115.920898,51.160984,555.669739,872.716980,48.646137,364.157684,1054.679321,50.879162,324.849609,904.785095,244.230423,428.893646,1059.223267,-135.090149,426.474976,1065.196045
35,0,109.365242,326.277679,1297.459961,-1.494217,323.684631,1300.423218,135.922760,469.857788,1261.762329,-27.241837,467.402161,1260.635254,56.891216,508.267517,1115.911255,51.163658,555.674683,872.711548,48.618996,364.170868,1054.684082,50.860203,324.871368,904.792175,244.212891,428.896454,1059.239624,-135.114471,426.506897,1065.183960
36,0,109.431656,326.253693,1297.437500,-1.419664,323.513367,1300.392090,135.798172,469.877838,1261.771973,-27.357502,467.202667,1260.632568,56.870415,508.281403,1115.903931,51.168522,555.679382,872.707458,48.593521,364.188049,1054.692627,50.839752,324.890778,904.803772,244.197067,428.898254,1059.254395,-135.135956,426.539734,1065.180664
37,0,109.536575,326.260834,1297.434204,-1.305501,323.316010,1300.378418,135.637115,469.935913,1261.776245,-27.505676,466.953857,1260.616333,56.851665,508.296906,1115.895996,51.175907,555.683960,872.704834,48.569630,364.206787,1054.702515,50.817425,324.907532,904.818604,244.183121,428.899139,1059.265381,-135.153976,426.574860,1065.186646
38,0,109.690453,326.309296,1297.450684,-1.141098,323.086639,1300.381348,135.429733,470.045349,1261.774902,-27.695204,466.645996,1260.585083,56.837780,508.309052,1115.886230,51.186234,555.688232,872.703430,48.547623,364.224548,1054.710693,50.793346,324.921509,904.835022,244.171524,428.898590,1059.270386,-135.168091,426.613220,1065.200684
39,0,109.903259,326.409027,1297.486328,-0.915623,322.819916,1300.397949,135.166962,470.219055,1261.767944,-27.934221,466.270203,1260.537720,56.831257,508.313721,1115.876465,51.199871,555.691711,872.702881,48.528091,364.238770,1054.714478,50.768234,324.932434,904.851135,244.162521,428.895813,1059.266968,-135.177979,426.654999,1065.221313
40,0,110.183243,326.568573,1297.539551,-0.619345,322.511749,1300.424316,134.841705,470.467987,1261.757202,-28.229069,465.819214,1260.474243,56.833725,508.309357,1115.870605,51.216946,555.693970,872.703308,48.511719,364.247070,1054.710815,50.743244,324.939789,904.864563,244.155701,428.889557,1059.252563,-135.183685,426.699615,1065.245239
41,0,110.535599,326.794098,1297.607666,-0.244974,322.160339,1300.454590,134.449951,470.799896,1261.744385,-28.582899,465.288452,1260.394409,56.845043,508.298706,1115.872437,51.237152,555.694397,872.704224,48.498966,364.247681,1054.697876,50.719589,324.942902,904.873108,244.149948,428.878906,1059.226318,-135.185577,426.745514,1065.268921
42,0,110.961891,327.088562,1297.686035,0.211668,321.766205,1300.482666,133.990829,471.218475,1261.731445,-28.994678,464.677246,1260.299438,56.862785,508.287140,1115.884521,51.259712,555.692749,872.705566,48.489899,364.239197,1054.674561,50.698151,324.941467,904.875122,244.143494,428.863068,1059.187378,-135.184540,426.790253,1065.287964
43,0,111.460472,327.452484,1297.769165,0.751870,321.331787,1300.503174,133.466492,471.722961,1261.720947,-29.459846,463.988190,1260.190918,56.882568,508.279785,1115.908325,51.283306,555.688660,872.707092,48.484207,364.221283,1054.640259,50.679356,324.935883,904.869263,244.134567,428.841736,1059.137939,-135.181976,426.830994,1065.299072
44,0,112.027435,327.884064,1297.851807,1.374553,320.860962,1300.513550,132.881317,472.308411,1261.713623,-29.971767,463.226013,1260.072754,56.899235,508.279785,1115.943604,51.306297,555.682800,872.708740,48.481361,364.194580,1054.596680,50.663300,324.927948,904.855591,244.122284,428.814789,1059.082153,-135.179459,426.864777,1065.300049
