Model Outputs
100
,,Sub6:LHeadAngles,,,Sub6:LThoraxAngles,,,Sub6:LNeckAngles,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z
,,deg,deg,deg,deg,deg,deg,deg,deg,deg
1,0,-1.73738,0.0850121,0.241197,1.14604,-0.587914,1.12028,0.594169,-0.670453,0.878187
2,0,-1.72391,0.076077,0.254626,1.15113,-0.587158,1.11952,0.575732,-0.660718,0.864103
3,0,-1.70991,0.0650305,0.272091,1.15619,-0.587124,1.11975,0.556803,-0.649562,0.846999
4,0,-1.69716,0.0525577,0.293104,1.16048,-0.587852,1.12123,0.539938,-0.6377,0.827599
5,0,-1.68728,0.0394346,0.316841,1.16331,-0.589127,1.12396,0.52742,-0.625689,0.80673
6,0,-1.68151,0.0263003,0.342314,1.1642,-0.590721,1.12788,0.520972,-0.613936,0.785316
7,0,-1.68067,0.0135953,0.368454,1.16295,-0.592479,1.13288,0.52159,-0.602728,0.764299
8,0,-1.68523,0.00159283,0.394072,1.1598,-0.594243,1.13869,0.529497,-0.592184,0.744614
9,0,-1.69528,-0.00950508,0.417865,1.15522,-0.595857,1.14502,0.544311,-0.58236,0.727261
10,0,-1.71055,-0.0194725,0.438665,1.14976,-0.597238,1.15165,0.565188,-0.573413,0.713199
11,0,-1.73039,-0.0280844,0.455748,1.14396,-0.598282,1.15838,0.590948,-0.565477,0.702941
12,0,-1.75382,-0.0351907,0.468923,1.1382,-0.598738,1.16485,0.620211,-0.558461,0.696335
13,0,-1.77966,-0.040706,0.478417,1.1327,-0.598349,1.17074,0.651596,-0.552204,0.692803
14,0,-1.80666,-0.0445509,0.484738,1.12728,-0.597025,1.17586,0.684031,-0.5467,0.69167
15,0,-1.8338,-0.046658,0.488481,1.12163,-0.594761,1.18018,0.716819,-0.542012,0.692296
16,0,-1.86049,-0.0470569,0.490135,1.11563,-0.591543,1.18366,0.749492,-0.538099,0.694151
17,0,-1.88667,-0.0459444,0.490014,1.10932,-0.587395,1.18631,0.781956,-0.534788,0.696928
18,0,-1.91281,-0.0436617,0.488237,1.10271,-0.582431,1.18827,0.814663,-0.531853,0.700658
19,0,-1.93969,-0.040605,0.484746,1.09579,-0.576791,1.18981,0.848402,-0.529035,0.70568
20,0,-1.96819,-0.0371811,0.479415,1.08869,-0.570578,1.19126,0.883924,-0.52603,0.712432
21,0,-1.99909,-0.0338204,0.472176,1.08179,-0.563895,1.19291,0.921627,-0.522511,0.721302
22,0,-2.03293,-0.0309501,0.463053,1.07573,-0.556886,1.19507,0.961415,-0.518199,0.732565
23,0,-2.06997,-0.0289098,0.452138,1.07134,-0.549811,1.19799,1.0027,-0.51302,0.746399
24,0,-2.11019,-0.027904,0.439565,1.06957,-0.543103,1.20192,1.04454,-0.507212,0.762919
25,0,-2.1534,-0.0280324,0.425544,1.07134,-0.537252,1.20702,1.0858,-0.501171,0.782068
26,0,-2.19932,-0.0293139,0.410346,1.07749,-0.532589,1.21328,1.12539,-0.495217,0.803585
27,0,-2.24752,-0.0316338,0.394291,1.08854,-0.529271,1.22074,1.16235,-0.489625,0.827173
28,0,-2.2973,-0.0347116,0.377706,1.10417,-0.52724,1.22938,1.19632,-0.484619,0.852483
29,0,-2.34768,-0.038193,0.360794,1.12261,-0.526026,1.23878,1.22808,-0.480081,0.878886
30,0,-2.39746,-0.0417688,0.34335,1.14105,-0.524823,1.24808,1.25926,-0.475518,0.905727
31,0,-2.44518,-0.0451771,0.32444,1.15695,-0.522976,1.25649,1.29091,-0.470556,0.933148
32,0,-2.48913,-0.0481548,0.302178,1.16892,-0.520247,1.26367,1.3227,-0.465274,0.962674
33,0,-2.52746,-0.0504536,0.273628,1.17666,-0.516701,1.26967,1.35309,-0.460061,0.997284
34,0,-2.55838,-0.0518941,0.234678,1.1806,-0.512538,1.2748,1.37983,-0.455396,1.04141
35,0,-2.58029,-0.0523805,0.17994,1.18157,-0.50804,1.27956,1.40042,-0.451778,1.10091
36,0,-2.59194,-0.0518547,0.102777,1.18058,-0.503575,1.28449,1.41254,-0.449758,1.18297
37,0,-2.59252,-0.050214,-0.00443761,1.17874,-0.499553,1.29012,1.41421,-0.449977,1.29575
38,0,-2.58182,-0.0472127,-0.149816,1.17708,-0.496346,1.29688,1.40404,-0.453164,1.44777
39,0,-2.5604,-0.0423762,-0.341191,1.1765,-0.494248,1.305,1.38159,-0.460168,1.6471
40,0,-2.5297,-0.0350009,-0.585125,1.17739,-0.493404,1.31442,1.34776,-0.47188,1.90024
41,0,-2.49201,-0.0242591,-0.885879,1.17946,-0.493724,1.32482,1.30498,-0.48903,2.2111
42,0,-2.45014,-0.00946467,-1.24481,1.18196,-0.494843,1.33554,1.25669,-0.511886,2.5804
43,0,-2.40706,0.00945308,-1.66057,1.18426,-0.496204,1.3457,1.20641,-0.539873,3.00588
44,0,-2.36549,0.0315497,-2.1297,1.18611,-0.497203,1.35436,1.15713,-0.571338,3.48321
45,0,-2.32756,0.0548828,-2.64735,1.1876,-0.497325,1.36074,1.11102,-0.603707,4.00677
46,0,-2.29466,0.0768489,-3.20794,1.18921,-0.49624,1.36445,1.06918,-0.633911,4.57064
47,0,-2.26724,0.0945365,-3.80598,1.19177,-0.493826,1.36549,1.03157,-0.658749,5.1694
48,0,-2.2448,0.105043,-4.43661,1.19629,-0.490031,1.3641,0.997138,-0.675057,5.79845
49,0,-2.22603,0.105796,-5.09583,1.20372,-0.484758,1.3605,0.964154,-0.679908,6.45407
50,0,-2.20905,0.0948497,-5.78046,1.21479,-0.477919,1.35481,0.93061,-0.67097,7.13322
51,0,-2.19161,0.0711565,-6.48789,1.22926,-0.469484,1.347,0.895057,-0.646896,7.83325
52,0,-2.1712,0.0348319,-7.21578,1.24541,-0.459465,1.33683,0.857188,-0.607618,8.55154
53,0,-2.14527,-0.0128754,-7.9619,1.26083,-0.447964,1.3241,0.817233,-0.55429,9.28562
54,0,-2.11172,-0.0701339,-8.72401,1.27397,-0.435219,1.3089,0.774868,-0.48867,10.0333
55,0,-2.06925,-0.135038,-9.49947,1.28489,-0.42167,1.29174,0.72885,-0.412627,10.7923
56,0,-2.01727,-0.205615,-10.285,1.29467,-0.407997,1.27347,0.677503,-0.328257,11.5603
57,0,-1.95557,-0.279652,-11.0767,1.30402,-0.394988,1.25492,0.619713,-0.238109,12.3341
58,0,-1.88415,-0.354794,-11.8705,1.3124,-0.383288,1.2366,0.555669,-0.144985,13.11
59,0,-1.80333,-0.429039,-12.6628,1.31855,-0.373246,1.2186,0.486593,-0.0512477,13.8845
60,0,-1.71382,-0.501178,-13.4513,1.32141,-0.364945,1.20067,0.414003,0.0417101,14.655
61,0,-1.61653,-0.570754,-14.2347,1.32055,-0.358353,1.18255,0.339161,0.133397,15.4201
62,0,-1.51251,-0.637839,-15.0125,1.31641,-0.353467,1.16419,0.262646,0.223963,16.1789
63,0,-1.4028,-0.702848,-15.7842,1.3104,-0.350253,1.14572,0.184171,0.314148,16.9313
64,0,-1.28821,-0.766401,-16.55,1.3044,-0.348457,1.12724,0.10294,0.405253,17.6775
65,0,-1.16914,-0.829206,-17.3104,1.29982,-0.347595,1.10864,0.0182883,0.498869,18.4177
66,0,-1.04567,-0.891856,-18.0666,1.2973,-0.347147,1.08968,-0.0700083,0.596374,19.153
67,0,-0.917749,-0.954497,-18.82,1.29682,-0.346724,1.07014,-0.16182,0.698416,19.8846
68,0,-0.785521,-1.01649,-19.5719,1.29788,-0.346094,1.04986,-0.256719,0.804521,20.6135
69,0,-0.649842,-1.07629,-20.3224,1.29982,-0.34515,1.02878,-0.353844,0.912891,21.3399
70,0,-0.512731,-1.13165,-21.0701,1.30216,-0.343925,1.00696,-0.451746,1.02055,22.0626
71,0,-0.377118,-1.18039,-21.813,1.30462,-0.342599,0.984553,-0.54844,1.1241,22.7796
72,0,-0.24623,-1.2211,-22.5492,1.30706,-0.34141,0.961712,-0.641617,1.22069,23.4894
73,0,-0.122966,-1.25351,-23.2775,1.30958,-0.340574,0.938494,-0.729086,1.30869,24.1911
74,0,-0.00922146,-1.27876,-23.9983,1.31272,-0.340242,0.91486,-0.809432,1.38831,24.885
75,0,0.0938989,-1.2989,-24.7127,1.31745,-0.34048,0.890755,-0.882007,1.4611,25.5721
