Model Outputs
100
,,Sub5:LHeadAngles,,,Sub5:LNeckAngles,,,Sub5:LThoraxAngles,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z
,,deg,deg,deg,deg,deg,deg,deg,deg,deg
1,0,-0.444493,0.208307,0.868894,-3.84356,0.319408,2.54382,4.2829,0.585443,3.39685
2,0,-0.434579,0.199683,0.858328,-3.85826,0.32979,2.55358,4.28761,0.586721,3.39658
3,0,-0.422896,0.189595,0.845948,-3.87609,0.341898,2.56502,4.29365,0.588183,3.39628
4,0,-0.410363,0.178875,0.832761,-3.89581,0.354812,2.57721,4.30075,0.58979,3.39596
5,0,-0.398056,0.168402,0.819815,-3.91591,0.367587,2.58923,4.30843,0.591521,3.39569
6,0,-0.387032,0.158922,0.80796,-3.93479,0.379407,2.6004,4.3162,0.593343,3.3956
7,0,-0.378252,0.15096,0.797772,-3.95106,0.38967,2.61031,4.32361,0.595194,3.39583
8,0,-0.372521,0.144789,0.789595,-3.96363,0.398002,2.6188,4.3304,0.596986,3.39654
9,0,-0.370427,0.140482,0.783643,-3.97183,0.404191,2.62575,4.33645,0.598583,3.39781
10,0,-0.372298,0.137989,0.780047,-3.97535,0.408124,2.63105,4.34182,0.599832,3.39968
11,0,-0.37819,0.13722,0.778856,-3.97421,0.409801,2.63461,4.34656,0.600645,3.40211
12,0,-0.387875,0.138092,0.780017,-3.96869,0.409327,2.6364,4.35072,0.601045,3.40502
13,0,-0.400847,0.14052,0.78338,-3.9593,0.406882,2.63655,4.35432,0.601125,3.4084
14,0,-0.416411,0.144365,0.788719,-3.94674,0.402699,2.63531,4.35733,0.600972,3.41226
15,0,-0.433813,0.149402,0.795758,-3.93174,0.39706,2.633,4.35977,0.600633,3.41669
16,0,-0.452313,0.15532,0.804197,-3.91508,0.390306,2.62997,4.36164,0.600127,3.42173
17,0,-0.471252,0.16171,0.813772,-3.89748,0.38288,2.62643,4.36301,0.599481,3.42737
18,0,-0.490126,0.168067,0.82431,-3.87952,0.375332,2.62242,4.36396,0.598735,3.43352
19,0,-0.508579,0.173904,0.835698,-3.86169,0.368174,2.61785,4.36461,0.597914,3.43998
20,0,-0.526273,0.178916,0.84782,-3.84447,0.36171,2.61258,4.36509,0.597015,3.44654
21,0,-0.542787,0.183042,0.860476,-3.82838,0.355976,2.60664,4.36552,0.59601,3.45302
22,0,-0.557687,0.186386,0.873351,-3.81397,0.350826,2.6002,4.36599,0.594842,3.45926
23,0,-0.570636,0.189095,0.886055,-3.80161,0.34605,2.5936,4.36656,0.593428,3.4652
24,0,-0.58145,0.191287,0.898233,-3.79155,0.34149,2.58718,4.36731,0.59171,3.47083
25,0,-0.590075,0.193023,0.90963,-3.78394,0.337095,2.58125,4.36831,0.589685,3.4762
26,0,-0.596577,0.194331,0.920074,-3.7788,0.332911,2.57607,4.36967,0.587417,3.48138
27,0,-0.601123,0.195234,0.92943,-3.77608,0.329043,2.57186,4.37149,0.585024,3.48646
28,0,-0.603933,0.195771,0.937578,-3.77561,0.325621,2.5688,4.37383,0.582667,3.49149
29,0,-0.605232,0.195992,0.944435,-3.77716,0.322769,2.56698,4.37668,0.580511,3.49649
