Model Outputs
100
,,Sub6:LHeadAngles,,,Sub6:LNeckAngles,,,Sub6:LThoraxAngles,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z
,,deg,deg,deg,deg,deg,deg,deg,deg,deg
1,0,-4.76921,0.11796,-0.610088,3.28762,-1.3377,0.828016,1.46768,-1.1849,0.225604
2,0,-4.76295,0.147349,-0.597386,3.29016,-1.36902,0.81187,1.4589,-1.18758,0.223834
3,0,-4.75517,0.183954,-0.580609,3.28947,-1.40738,0.790264,1.45189,-1.19036,0.221072
4,0,-4.74606,0.226075,-0.560157,3.28465,-1.45093,0.763722,1.44774,-1.19307,0.217337
5,0,-4.73566,0.271753,-0.536659,3.27576,-1.49773,0.7332,1.44646,-1.1957,0.212839
6,0,-4.72378,0.319277,-0.510832,3.26355,-1.5463,0.699781,1.4471,-1.1984,0.207846
7,0,-4.71004,0.367368,-0.483433,3.24876,-1.59559,0.664476,1.44853,-1.20137,0.202538
8,0,-4.69396,0.415091,-0.455184,3.23159,-1.64487,0.628138,1.45007,-1.20473,0.196984
9,0,-4.67511,0.461648,-0.426719,3.21163,-1.6934,0.591516,1.45169,-1.20852,0.191246
10,0,-4.65325,0.506258,-0.398622,3.18817,-1.74036,0.555415,1.45382,-1.21267,0.185485
11,0,-4.62831,0.548268,-0.371437,3.16049,-1.78504,0.520716,1.45715,-1.21707,0.179995
12,0,-4.60037,0.587324,-0.345604,3.12801,-1.82702,0.488265,1.46227,-1.22166,0.175152
13,0,-4.56955,0.623373,-0.321392,3.09056,-1.8662,0.458687,1.46949,-1.22635,0.171301
14,0,-4.53615,0.656581,-0.298885,3.04848,-1.90264,0.432198,1.47874,-1.23104,0.168586
15,0,-4.50051,0.68734,-0.278061,3.00262,-1.93646,0.408615,1.48953,-1.23544,0.166875
16,0,-4.46305,0.716269,-0.258918,2.95434,-1.96791,0.387642,1.50088,-1.2392,0.165923
17,0,-4.42422,0.744068,-0.241508,2.90533,-1.99753,0.36919,1.51156,-1.24213,0.165648
18,0,-4.38459,0.771266,-0.225897,2.85718,-2.02592,0.353456,1.52054,-1.24433,0.16623
19,0,-4.34496,0.798065,-0.212159,2.81118,-2.05355,0.340744,1.52731,-1.24602,0.167932
20,0,-4.30633,0.824358,-0.200364,2.76828,-2.08046,0.331203,1.53194,-1.24738,0.170843
21,0,-4.2698,0.84986,-0.190555,2.72907,-2.10633,0.324694,1.53492,-1.24837,0.174784
22,0,-4.23638,0.874214,-0.182711,2.69386,-2.13071,0.320833,1.53695,-1.24888,0.179386
23,0,-4.20693,0.896976,-0.176697,2.66287,-2.15302,0.319081,1.53867,-1.24882,0.18423
24,0,-4.18204,0.917567,-0.172231,2.63625,-2.17264,0.318837,1.54052,-1.24814,0.188984
25,0,-4.16196,0.935273,-0.16892,2.614,-2.18883,0.319559,1.5428,-1.24684,0.193472
26,0,-4.14667,0.949273,-0.166382,2.59588,-2.20074,0.320891,1.5457,-1.24491,0.197683
27,0,-4.13591,0.958732,-0.164357,2.58151,-2.20747,0.322715,1.54938,-1.24231,0.201719
28,0,-4.12925,0.963059,-0.162718,2.57035,-2.20837,0.325035,1.55393,-1.23898,0.205685
29,0,-4.12619,0.96218,-0.161419,2.56182,-2.20334,0.327823,1.55946,-1.2349,0.209587
30,0,-4.12623,0.956585,-0.16051,2.55531,-2.1929,0.331007,1.56606,-1.2301,0.213316
31,0,-4.12891,0.947152,-0.160147,2.55033,-2.17805,0.334552,1.57375,-1.2247,0.216715
32,0,-4.13382,0.934962,-0.160548,2.54654,-2.16013,0.338526,1.58246,-1.21896,0.219679
33,0,-4.14042,0.921241,-0.161932,2.5436,-2.14079,0.343051,1.59198,-1.21326,0.222159
34,0,-4.14802,0.907282,-0.16447,2.54114,-2.12174,0.34816,1.60198,-1.20806,0.224071
35,0,-4.15575,0.894288,-0.168233,2.53884,-2.10458,0.353756,1.6119,-1.20372,0.225293
36,0,-4.16268,0.883252,-0.173144,2.53637,-2.09061,0.359726,1.62114,-1.20055,0.225828
37,0,-4.16798,0.874882,-0.178902,2.53336,-2.08065,0.365964,1.62925,-1.19871,0.225895
38,0,-4.17102,0.869599,-0.185003,2.52969,-2.07499,0.372265,1.63575,-1.19807,0.22581
39,0,-4.17146,0.867537,-0.190902,2.52571,-2.07336,0.378355,1.63995,-1.19825,0.225853
40,0,-4.16929,0.868491,-0.196202,2.52194,-2.07499,0.384018,1.64134,-1.1987,0.226204
41,0,-4.1648,0.871907,-0.200651,2.51871,-2.07876,0.389106,1.63992,-1.19887,0.226948
42,0,-4.1586,0.877008,-0.204031,2.51634,-2.08359,0.393469,1.63597,-1.19846,0.228123
43,0,-4.15147,0.883026,-0.206105,2.51539,-2.08876,0.396925,1.62969,-1.19753,0.229757
44,0,-4.14416,0.88931,-0.206673,2.51664,-2.09382,0.39924,1.62111,-1.19629,0.231804
45,0,-4.13727,0.895296,-0.205663,2.52069,-2.09834,0.40018,1.6102,-1.19485,0.234081
46,0,-4.13118,0.900472,-0.203191,2.52784,-2.10179,0.399643,1.59705,-1.19323,0.236356
47,0,-4.12599,0.904456,-0.199555,2.5379,-2.10378,0.397773,1.58194,-1.19137,0.238455
48,0,-4.12163,0.907052,-0.195207,2.54995,-2.10406,0.395008,1.5657,-1.18922,0.24034
49,0,-4.11789,0.908176,-0.190743,2.56251,-2.10254,0.392039,1.54956,-1.18675,0.24208
