Trajectories
100
,,Sub6:LFHD,,,Sub6:RFHD,,,Sub6:LBHD,,,Sub6:RBHD,,,Sub6:C7,,,Sub6:T10,,,Sub6:CLAV,,,Sub6:STRN,,,Sub6:LSHO,,,Sub6:RSHO,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1,0,116.421074,321.601685,1292.246826,5.434474,317.562347,1294.643677,141.027023,466.931763,1262.154175,-22.008430,462.091217,1260.290527,60.630001,508.683258,1118.276489,50.320595,556.686523,871.399658,53.424995,365.901733,1052.100220,55.553459,328.029022,903.574463,247.981323,435.065765,1059.221313,-130.808090,425.556580,1066.316650
2,0,116.355736,321.586517,1292.282837,5.367445,317.574677,1294.630737,141.015656,466.904327,1262.192139,-22.021254,462.107361,1260.243530,60.659569,508.728149,1118.353027,50.338158,556.682800,871.402527,53.456692,365.879059,1052.125366,55.577236,327.996185,903.603516,247.994858,435.064789,1059.206421,-130.778320,425.538239,1066.334473
3,0,116.270523,321.568481,1292.327271,5.280937,317.590179,1294.614990,141.000168,466.869263,1262.239380,-22.038033,462.127869,1260.185425,60.689602,508.757935,1118.414673,50.358891,556.676636,871.405518,53.495373,365.850037,1052.156128,55.604870,327.956116,903.638794,248.016373,435.059479,1059.195679,-130.742096,425.514465,1066.357910
4,0,116.167297,321.548706,1292.378662,5.177535,317.608398,1294.597656,140.980804,466.827728,1262.293335,-22.059126,462.152191,1260.119385,60.717461,508.765625,1118.452393,50.381207,556.667480,871.408447,53.538853,365.815735,1052.190308,55.634579,327.910767,903.678101,248.044830,435.049072,1059.189453,-130.701370,425.485596,1066.386108
5,0,116.049019,321.528137,1292.435547,5.060940,317.628967,1294.580078,140.958160,466.781464,1262.351807,-22.084631,462.179657,1260.048462,60.742477,508.751404,1118.466919,50.403370,556.655090,871.410889,53.584663,365.777405,1052.225708,55.664963,327.861908,903.718994,248.079681,435.032379,1059.188843,-130.658081,425.452057,1066.417603
6,0,115.919098,321.507385,1292.496826,4.935173,317.651917,1294.563843,140.933014,466.732208,1262.411255,-22.114067,462.209564,1259.975342,60.765602,508.721039,1118.465332,50.423779,556.639343,871.413025,53.630699,365.735962,1052.260010,55.695267,327.810211,903.758972,248.121170,435.008148,1059.196289,-130.613831,425.414062,1066.449951
7,0,115.781036,321.486694,1292.562622,4.804143,317.677155,1294.550415,140.906113,466.681305,1262.469604,-22.146503,462.241058,1259.901001,60.788139,508.682068,1118.455566,50.440945,556.619812,871.415466,53.675369,365.691650,1052.290649,55.725204,327.755768,903.795715,248.167511,434.976440,1059.210327,-130.570023,425.371674,1066.481079
8,0,115.638252,321.466003,1292.632812,4.671304,317.704285,1294.541138,140.878128,466.629578,1262.524902,-22.180771,462.273438,1259.826782,60.810886,508.639282,1118.444336,50.453686,556.596985,871.419189,53.717583,365.644196,1052.316040,55.754639,327.698395,903.827637,248.214417,434.938904,1059.226074,-130.527893,425.324799,1066.508789
9,0,115.493988,321.445190,1292.707642,4.539315,317.732941,1294.537109,140.849396,466.577393,1262.575806,-22.215685,462.306183,1259.752930,60.833893,508.594208,1118.434937,50.461407,556.571289,871.424744,53.756592,365.592743,1052.335083,55.783222,327.638275,903.853760,248.257767,434.897614,1059.238525,-130.488586,425.273285,1066.530884
10,0,115.351418,321.424286,1292.787109,4.409876,317.762421,1294.539307,140.819946,466.524750,1262.621338,-22.250458,462.338562,1259.680054,60.856731,508.545807,1118.427490,50.464272,556.543335,871.432922,53.791828,365.536621,1052.347412,55.810253,327.575897,903.873474,248.295227,434.853943,1059.245361,-130.453049,425.217224,1066.546265
11,0,115.213417,321.403046,1292.870361,4.283829,317.792084,1294.549072,140.789551,466.471375,1262.660645,-22.284864,462.369781,1259.608887,60.878757,508.491943,1118.420898,50.463078,556.513977,871.444336,53.822861,365.475525,1052.353882,55.834564,327.512726,903.886353,248.325928,434.808533,1059.245972,-130.421875,425.156494,1066.554932
