Model Outputs
100
,,Sub6:LHeadAngles,,,Sub6:LNeckAngles,,,Sub6:LThoraxAngles,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z
,,deg,deg,deg,deg,deg,deg,deg,deg,deg
1,0,1.86476,-0.472463,-1.14206,-3.21351,0.373461,1.90546,1.35553,-0.162337,0.791725
2,0,1.85151,-0.468295,-1.1281,-3.20562,0.367208,1.89278,1.36069,-0.163505,0.792682
3,0,1.83453,-0.464647,-1.11448,-3.18706,0.361559,1.88015,1.35894,-0.16441,0.793281
4,0,1.81468,-0.462484,-1.10305,-3.15759,0.357799,1.86921,1.34918,-0.164826,0.793367
5,0,1.79324,-0.462677,-1.09505,-3.12035,0.356945,1.86121,1.33332,-0.164733,0.79302
6,0,1.77163,-0.465883,-1.09093,-3.08033,0.359563,1.85679,1.31494,-0.164338,0.792507
7,0,1.7511,-0.472554,-1.09044,-3.04196,0.365879,1.85592,1.29722,-0.163935,0.792127
8,0,1.73256,-0.483006,-1.09295,-3.00784,0.375952,1.85821,1.28184,-0.163792,0.792141
9,0,1.7165,-0.497526,-1.09799,-2.97896,0.389847,1.86342,1.26931,-0.16412,0.792793
10,0,1.70303,-0.516468,-1.10553,-2.95536,0.407765,1.87169,1.25956,-0.165069,0.794285
11,0,1.69211,-0.540245,-1.11588,-2.93677,0.430059,1.88339,1.25238,-0.16671,0.796687
12,0,1.68364,-0.569215,-1.12965,-2.92285,0.457113,1.899,1.24752,-0.169036,0.799884
13,0,1.67752,-0.603617,-1.14766,-2.91318,0.489277,1.91903,1.24472,-0.171969,0.803586
14,0,1.67353,-0.643634,-1.17066,-2.90721,0.526929,1.94384,1.24366,-0.175347,0.807403
15,0,1.67131,-0.689529,-1.19909,-2.90424,0.570561,1.97352,1.24402,-0.178945,0.810996
16,0,1.67043,-0.741709,-1.23293,-2.90343,0.620717,2.00796,1.24543,-0.182613,0.814287
17,0,1.67044,-0.800676,-1.27205,-2.90403,0.677839,2.04729,1.24759,-0.18639,0.817549
18,0,1.67117,-0.866909,-1.31644,-2.90569,0.742226,2.09197,1.25041,-0.190454,0.821295
19,0,1.67273,-0.940843,-1.36632,-2.90855,0.814167,2.14271,1.25392,-0.194965,0.826029
20,0,1.67547,-1.02297,-1.42217,-2.91297,0.894183,2.20022,1.25824,-0.199937,0.832044
21,0,1.67972,-1.11393,-1.48464,-2.9193,0.983149,2.26514,1.26344,-0.205174,0.839354
22,0,1.68559,-1.2144,-1.55464,-2.92758,1.08222,2.33806,1.26957,-0.210262,0.84772
23,0,1.69296,-1.32494,-1.63312,-2.93737,1.19257,2.41948,1.27644,-0.214641,0.856695
24,0,1.70166,-1.44579,-1.72099,-2.94826,1.31488,2.50986,1.28392,-0.217908,0.865878
25,0,1.71185,-1.57674,-1.81875,-2.96054,1.44903,2.60954,1.29226,-0.220053,0.87514
