Model Outputs
100
,,Sub3:LNeckAngles,,,Sub3:LHeadAngles,,,Sub3:LThoraxAngles,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z
,,deg,deg,deg,deg,deg,deg,deg,deg,deg
1,0,6.35363,1.81994,-1.44985,-4.25608,-1.35457,-0.936551,-2.06381,0.577017,-2.53035
2,0,6.34205,1.80424,-1.48573,-4.24243,-1.33661,-0.904885,-2.0672,0.575521,-2.53256
3,0,6.32506,1.78512,-1.53405,-4.2239,-1.31292,-0.861406,-2.0705,0.574933,-2.53473
4,0,6.30251,1.76395,-1.59205,-4.2011,-1.28475,-0.80857,-2.07284,0.575643,-2.53668
5,0,6.27509,1.74284,-1.65317,-4.17569,-1.25503,-0.752815,-2.07302,0.577589,-2.53859
6,0,6.24401,1.72435,-1.70898,-4.14992,-1.22755,-0.702482,-2.06967,0.580464,-2.54075
7,0,6.21013,1.71039,-1.75335,-4.12574,-1.20519,-0.663624,-2.0615,0.584012,-2.54339
8,0,6.17372,1.70161,-1.78445,-4.10425,-1.18893,-0.638056,-2.04759,0.588088,-2.54659
9,0,6.13497,1.69767,-1.80362,-4.08596,-1.17837,-0.624511,-2.02766,0.592628,-2.55041
10,0,6.09456,1.69791,-1.81363,-4.07116,-1.17259,-0.620305,-2.00223,0.597604,-2.55482
11,0,6.05391,1.70156,-1.81753,-4.05997,-1.17055,-0.622348,-1.97268,0.602937,-2.55975
12,0,6.01538,1.70764,-1.818,-4.05233,-1.17123,-0.627748,-1.94157,0.608402,-2.56491
13,0,5.98218,1.71496,-1.81696,-4.04799,-1.1736,-0.634163,-1.91241,0.613624,-2.56987
14,0,5.95729,1.72248,-1.81555,-4.04664,-1.17683,-0.639953,-1.8886,0.61822,-2.57408
15,0,5.94218,1.72963,-1.81431,-4.04793,-1.18044,-0.644163,-1.87197,0.622034,-2.57711
16,0,5.93622,1.73628,-1.81346,-4.05154,-1.18413,-0.646415,-1.86224,0.625175,-2.57878
17,0,5.9372,1.74223,-1.81316,-4.05699,-1.18755,-0.646787,-1.85767,0.627782,-2.57922
18,0,5.94242,1.747,-1.81355,-4.06374,-1.19028,-0.645706,-1.8561,0.629806,-2.57892
19,0,5.94945,1.75008,-1.81456,-4.07122,-1.192,-0.643854,-1.85566,0.631085,-2.57841
20,0,5.95662,1.75131,-1.81572,-4.07898,-1.19267,-0.642039,-1.85511,0.631554,-2.57798
21,0,5.9631,1.75094,-1.8162,-4.0866,-1.19242,-0.641059,-1.854,0.631414,-2.57758
22,0,5.96873,1.74962,-1.81499,-4.09369,-1.19148,-0.641607,-1.85254,0.631168,-2.57693
23,0,5.9738,1.74821,-1.81119,-4.09982,-1.19022,-0.644231,-1.85141,0.63135,-2.57571
24,0,5.97874,1.74736,-1.80445,-4.10463,-1.18919,-0.649237,-1.85139,0.632116,-2.57393
25,0,5.98386,1.74742,-1.79505,-4.10784,-1.18899,-0.65661,-1.85307,0.633204,-2.57195
26,0,5.98913,1.74848,-1.78368,-4.1092,-1.19009,-0.666037,-1.85667,0.634231,-2.57017
27,0,5.9939,1.75061,-1.77106,-4.10853,-1.19272,-0.676984,-1.86172,0.634949,-2.56881
28,0,5.99673,1.7539,-1.75799,-4.10575,-1.19691,-0.688773,-1.8669,0.63533,-2.56794
29,0,5.9954,1.75857,-1.74527,-4.10089,-1.20257,-0.70071,-1.86998,0.63558,-2.56765
30,0,5.98768,1.76493,-1.73365,-4.09413,-1.20962,-0.712228,-1.86856,0.63601,-2.56807
31,0,5.97289,1.77323,-1.7235,-4.0859,-1.21806,-0.722999,-1.86153,0.636803,-2.56919
32,0,5.95266,1.7834,-1.71457,-4.07682,-1.22793,-0.732993,-1.8499,0.63788,-2.57082
33,0,5.93028,1.79516,-1.70608,-4.0677,-1.23929,-0.742503,-1.83615,0.638989,-2.5725
34,0,5.90924,1.80819,-1.69683,-4.05937,-1.25216,-0.752145,-1.82292,0.639884,-2.57374
35,0,5.8922,1.82223,-1.68557,-4.05256,-1.26662,-0.762789,-1.8121,0.640384,-2.57421
36,0,5.88083,1.83703,-1.67119,-4.04785,-1.28266,-0.775376,-1.80477,0.640338,-2.57377
37,0,5.87624,1.85224,-1.65288,-4.0456,-1.30012,-0.790668,-1.80163,0.639702,-2.57237
38,0,5.87908,1.8675,-1.63032,-4.04601,-1.3185,-0.808915,-1.80315,0.638609,-2.56991
39,0,5.88919,1.88223,-1.60441,-4.04896,-1.337,-0.829364,-1.80932,0.637214,-2.56646
40,0,5.90493,1.89537,-1.57812,-4.05387,-1.35424,-0.849628,-1.81919,0.635555,-2.56244
41,0,5.92301,1.90546,-1.55628,-4.05966,-1.36826,-0.865792,-1.83072,0.633654,-2.55852
