Model Outputs
100
,,Sub4:LHeadAngles,,,Sub4:LNeckAngles,,,Sub4:LThoraxAngles,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z
,,deg,deg,deg,deg,deg,deg,deg,deg,deg
1,0,-0.219255,5.77564,25.576,-10.8516,-11.1328,-23.7105,14.6955,0.173966,0.0486034
2,0,-0.215494,5.77672,25.5779,-10.8598,-11.1374,-23.7102,14.7012,0.174472,0.04892
3,0,-0.210837,5.77825,25.5803,-10.8702,-11.1434,-23.7097,14.7085,0.175174,0.0492342
4,0,-0.205589,5.78024,25.5829,-10.8825,-11.1505,-23.709,14.7174,0.176073,0.0494965
5,0,-0.200164,5.78266,25.5855,-10.8958,-11.1584,-23.7081,14.7274,0.177163,0.0496712
6,0,-0.195015,5.78543,25.5881,-10.9095,-11.1665,-23.7071,14.7381,0.178435,0.0497494
7,0,-0.190551,5.78842,25.5903,-10.9228,-11.1745,-23.7059,14.749,0.179886,0.0497495
8,0,-0.187085,5.79148,25.5922,-10.9352,-11.1818,-23.7046,14.7598,0.18153,0.0497092
9,0,-0.184799,5.79445,25.5938,-10.9462,-11.1881,-23.7032,14.7701,0.183395,0.0496711
10,0,-0.183746,5.79716,25.5952,-10.9559,-11.1931,-23.7019,14.7799,0.185525,0.049669
11,0,-0.183863,5.79951,25.5964,-10.9642,-11.1969,-23.7008,14.7891,0.187973,0.049717
12,0,-0.185005,5.80146,25.5976,-10.9714,-11.1993,-23.6999,14.7978,0.190788,0.0498046
13,0,-0.186972,5.80306,25.5989,-10.9779,-11.2006,-23.6994,14.8062,0.194,0.0498969
14,0,-0.189539,5.80444,25.6004,-10.9838,-11.2011,-23.6993,14.8145,0.197613,0.0499415
15,0,-0.192481,5.80581,25.6022,-10.9895,-11.2012,-23.6996,14.8228,0.201587,0.0498777
16,0,-0.195597,5.80738,25.6042,-10.9953,-11.2013,-23.7003,14.8313,0.205838,0.049649
17,0,-0.198734,5.80935,25.6065,-11.0011,-11.2017,-23.7013,14.8401,0.210242,0.0492154
18,0,-0.201802,5.81187,25.6088,-11.0071,-11.2027,-23.7023,14.8492,0.214653,0.048564
19,0,-0.204782,5.81499,25.611,-11.0132,-11.2046,-23.7033,14.8586,0.218923,0.0477134
20,0,-0.207725,5.81869,25.613,-11.0193,-11.2073,-23.7041,14.8683,0.22293,0.0467125
21,0,-0.210755,5.82285,25.6145,-11.0251,-11.2106,-23.7044,14.878,0.226599,0.0456303
22,0,-0.214056,5.82729,25.6154,-11.0303,-11.2142,-23.7042,14.8876,0.229913,0.0445399
23,0,-0.217845,5.83178,25.6157,-11.0349,-11.2177,-23.7035,14.8968,0.232911,0.0435018
24,0,-0.22234,5.83606,25.6152,-11.0384,-11.2206,-23.7022,14.9057,0.235671,0.0425482
25,0,-0.22771,5.83988,25.6141,-11.0409,-11.2226,-23.7005,14.914,0.238288,0.0416747
26,0,-0.234042,5.84304,25.6124,-11.0423,-11.2232,-23.6986,14.9217,0.240849,0.0408393
27,0,-0.241307,5.84542,25.6103,-11.0427,-11.2225,-23.6968,14.9287,0.243409,0.0399709
28,0,-0.249361,5.847,25.6079,-11.0421,-11.2205,-23.6951,14.9352,0.245985,0.038985
29,0,-0.257957,5.84789,25.6053,-11.0409,-11.2174,-23.6939,14.9413,0.248551,0.0378044
30,0,-0.266778,5.84831,25.6027,-11.0393,-11.2137,-23.693,14.9468,0.251054,0.0363802
31,0,-0.27547,5.84858,25.6001,-11.0374,-11.2099,-23.6925,14.9521,0.253432,0.0347053
32,0,-0.283679,5.84905,25.5978,-11.0356,-11.2065,-23.6924,14.9571,0.255633,0.0328181
33,0,-0.291074,5.85009,25.5956,-11.034,-11.2041,-23.6924,14.9619,0.25763,0.0307936
34,0,-0.297373,5.85197,25.5938,-11.0327,-11.2031,-23.6925,14.9664,0.259437,0.0287247
35,0,-0.302358,5.85489,25.5924,-11.0319,-11.2037,-23.6926,14.9708,0.261104,0.0266999
36,0,-0.305893,5.85895,25.5917,-11.0317,-11.2059,-23.6929,14.975,0.262711,0.024784
37,0,-0.307926,5.8641,25.5919,-11.0321,-11.2098,-23.6935,14.9789,0.264354,0.0230064
38,0,-0.308494,5.87021,25.5934,-11.0329,-11.215,-23.6948,14.9825,0.266126,0.0213609
39,0,-0.307709,5.87705,25.5964,-11.0342,-11.2215,-23.6972,14.9858,0.268095,0.0198141
40,0,-0.305743,5.88433,25.6013,-11.0357,-11.2288,-23.7013,14.9886,0.270295,0.01832
41,0,-0.302807,5.8917,25.6084,-11.0374,-11.2366,-23.7074,14.9911,0.272717,0.0168389
42,0,-0.299128,5.89878,25.6177,-11.0392,-11.2446,-23.7156,14.9931,0.275318,0.0153542
43,0,-0.294934,5.90512,25.6289,-11.0411,-11.2522,-23.7258,14.9948,0.278028,0.0138872
44,0,-0.290437,5.91025,25.6412,-11.0432,-11.259,-23.7374,14.9962,0.280769,0.0125048
45,0,-0.285828,5.91364,25.6533,-11.046,-11.2641,-23.7488,14.9972,0.283477,0.0113194
46,0,-0.281276,5.91466,25.663,-11.0499,-11.2667,-23.7579,14.9981,0.286113,0.0104792
47,0,-0.276924,5.91267,25.6673,-11.0556,-11.2655,-23.7616,14.9988,0.28868,0.0101521
48,0,-0.272898,5.90696,25.6623,-11.0643,-11.259,-23.7563,14.9993,0.291223,0.0105038
49,0,-0.269313,5.89685,25.6438,-11.0767,-11.2458,-23.7374,14.9995,0.293826,0.0116745
50,0,-0.266277,5.88172,25.607,-11.094,-11.224,-23.7003,14.9996,0.296603,0.0137568
51,0,-0.263895,5.86109,25.5471,-11.1172,-11.1923,-23.6404,14.9992,0.299671,0.0167783
