Model Outputs
100
,,Sub6:LHeadAngles,,,Sub6:LNeckAngles,,,Sub6:LThoraxAngles,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z
,,deg,deg,deg,deg,deg,deg,deg,deg,deg
1,0,-0.110825,-0.393717,1.05927,-0.476519,-0.194672,1.27541,0.590895,-0.579542,2.33794
2,0,-0.0974334,-0.388495,1.07315,-0.482839,-0.198912,1.26853,0.583948,-0.578316,2.34495
3,0,-0.0807469,-0.382705,1.09177,-0.492104,-0.202612,1.25846,0.576657,-0.575881,2.3535
4,0,-0.06155,-0.377036,1.11443,-0.504624,-0.204703,1.24545,0.57009,-0.571851,2.36319
5,0,-0.0408047,-0.372109,1.13968,-0.520258,-0.204367,1.23062,0.565048,-0.566042,2.37366
6,0,-0.0194242,-0.368307,1.16573,-0.538406,-0.201335,1.21567,0.561829,-0.558595,2.38484
7,0,0.00189487,-0.36575,1.19113,-0.558233,-0.195859,1.20214,0.560298,-0.54991,2.3968
8,0,0.0226922,-0.364346,1.21504,-0.578829,-0.188486,1.1909,0.56001,-0.540468,2.4096
9,0,0.0426207,-0.363873,1.23701,-0.599215,-0.179896,1.18234,0.560344,-0.530752,2.42312
10,0,0.0613634,-0.364025,1.25679,-0.61846,-0.170829,1.17647,0.560704,-0.521218,2.43716
11,0,0.0786652,-0.36441,1.27429,-0.636094,-0.161969,1.17305,0.560887,-0.512171,2.45134
12,0,0.0943798,-0.364563,1.28959,-0.65236,-0.153808,1.1715,0.561293,-0.503634,2.46519
13,0,0.108458,-0.364044,1.30292,-0.66791,-0.146623,1.1711,0.562634,-0.495428,2.4782
14,0,0.120922,-0.36254,1.31448,-0.683369,-0.140571,1.17124,0.565515,-0.487383,2.48998
15,0,0.131871,-0.359848,1.32456,-0.699188,-0.135834,1.17156,0.570296,-0.479466,2.50043
16,0,0.141471,-0.355791,1.33353,-0.715602,-0.132626,1.17178,0.57705,-0.471706,2.50966
17,0,0.149885,-0.350273,1.34196,-0.732464,-0.131062,1.17154,0.585475,-0.464119,2.51788
18,0,0.157178,-0.343449,1.35044,-0.749116,-0.131059,1.17056,0.594846,-0.456786,2.52538
19,0,0.163294,-0.335753,1.35947,-0.764543,-0.132351,1.16876,0.604201,-0.449894,2.5326
20,0,0.168094,-0.327728,1.36946,-0.777719,-0.134551,1.16611,0.612646,-0.443618,2.5399
21,0,0.171392,-0.319855,1.38067,-0.787812,-0.137257,1.16259,0.619525,-0.438055,2.54753
22,0,0.172987,-0.312516,1.39318,-0.794292,-0.140077,1.15807,0.624501,-0.433209,2.55547
23,0,0.172715,-0.306019,1.40684,-0.797093,-0.142564,1.15238,0.627662,-0.428944,2.56337
24,0,0.170471,-0.300589,1.42127,-0.796531,-0.144292,1.14539,0.629416,-0.42506,2.57072
25,0,0.166212,-0.296347,1.43582,-0.792984,-0.145071,1.13728,0.630177,-0.421488,2.57709
26,0,0.159955,-0.293317,1.4497,-0.786772,-0.144992,1.12869,0.63025,-0.418347,2.5823
27,0,0.151785,-0.291478,1.46193,-0.778294,-0.144204,1.12058,0.62995,-0.415768,2.58636
28,0,0.141799,-0.290802,1.47158,-0.768015,-0.142671,1.11394,0.629641,-0.413691,2.58931
