Model Outputs
100
,,Sub4:LHeadAngles,,,Sub4:LNeckAngles,,,Sub4:LThoraxAngles,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z
,,deg,deg,deg,deg,deg,deg,deg,deg,deg
1,0,2.09921,9.35461,25.5188,-12.0384,-15.8875,-21.2978,15.2964,-0.320276,1.1495
2,0,2.10002,9.35675,25.5165,-12.0335,-15.8857,-21.2946,15.2901,-0.319077,1.15123
3,0,2.10037,9.35909,25.513,-12.0264,-15.8827,-21.2904,15.2818,-0.31771,1.1534
4,0,2.09989,9.36157,25.5087,-12.0169,-15.8786,-21.2856,15.2715,-0.316248,1.15597
5,0,2.09829,9.36429,25.504,-12.0049,-15.8734,-21.2807,15.2597,-0.314731,1.15882
6,0,2.09561,9.36759,25.4998,-11.9905,-15.8681,-21.2766,15.2468,-0.313185,1.16183
7,0,2.09224,9.37199,25.497,-11.9743,-15.8637,-21.2741,15.2336,-0.311631,1.16476
8,0,2.08896,9.37818,25.4969,-11.9571,-15.8615,-21.2742,15.2208,-0.310063,1.16732
9,0,2.0868,9.387,25.5007,-11.9399,-15.8632,-21.2779,15.2089,-0.308431,1.16915
10,0,2.08691,9.39922,25.5094,-11.9236,-15.8702,-21.286,15.1985,-0.306629,1.16996
11,0,2.09038,9.41539,25.5237,-11.9094,-15.8835,-21.299,15.1898,-0.304511,1.16957
12,0,2.09819,9.43537,25.5434,-11.8986,-15.9034,-21.3161,15.1834,-0.301971,1.16798
13,0,2.11102,9.45809,25.5669,-11.8931,-15.9289,-21.3356,15.1793,-0.298994,1.16534
14,0,2.12904,9.48179,25.5914,-11.8945,-15.9581,-21.3547,15.1779,-0.295661,1.16195
15,0,2.15145,9.50463,25.6145,-11.9033,-15.9887,-21.3711,15.1789,-0.292116,1.15809
16,0,2.17589,9.52477,25.633,-11.9182,-16.0175,-21.3826,15.1818,-0.288538,1.15402
17,0,2.19838,9.5401,25.6431,-11.9367,-16.0403,-21.3867,15.1862,-0.285092,1.14997
18,0,2.21515,9.54912,25.6417,-11.9557,-16.0532,-21.3814,15.191,-0.28188,1.14607
19,0,2.22523,9.55235,25.6292,-11.9733,-16.0563,-21.3675,15.1956,-0.27894,1.14243
20,0,2.23053,9.55219,25.6093,-11.9886,-16.053,-21.348,15.1992,-0.276266,1.13911
21,0,2.23356,9.55108,25.5863,-12.0016,-16.047,-21.3262,15.2015,-0.273813,1.13611
22,0,2.2359,9.55036,25.5628,-12.0125,-16.0406,-21.304,15.2024,-0.271498,1.1334
23,0,2.23823,9.5504,25.5398,-12.0217,-16.0344,-21.2825,15.2019,-0.269205,1.13087
24,0,2.24079,9.55107,25.5179,-12.0296,-16.0286,-21.2619,15.2004,-0.266805,1.12839
25,0,2.24369,9.55218,25.4971,-12.037,-16.0232,-21.2426,15.1985,-0.264167,1.12587
26,0,2.24714,9.55366,25.478,-12.0443,-16.0183,-21.2248,15.1964,-0.261169,1.12322
27,0,2.25157,9.55565,25.4612,-12.0524,-16.0144,-21.2091,15.1948,-0.257716,1.12032
28,0,2.25751,9.55839,25.4472,-12.0616,-16.0121,-21.1958,15.1938,-0.253761,1.11711
29,0,2.26546,9.56213,25.4362,-12.0724,-16.012,-21.1849,15.1935,-0.249328,1.11355
30,0,2.27567,9.56693,25.4282,-12.085,-16.0141,-21.1764,15.1939,-0.244486,1.10964
31,0,2.28806,9.57255,25.4227,-12.0994,-16.0182,-21.1699,15.195,-0.239311,1.1054
32,0,2.30205,9.57822,25.4181,-12.1158,-16.0232,-21.164,15.1967,-0.233879,1.10078
33,0,2.3162,9.58242,25.4116,-12.1339,-16.0265,-21.1567,15.1988,-0.228285,1.09573
