Model Outputs
100
,,Sub1:LHeadAngles,,,Sub1:LNeckAngles,,,Sub1:LThoraxAngles,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z
,,deg,deg,deg,deg,deg,deg,deg,deg,deg
1,0,-0.335496,0.300758,4.65216,0.651056,1.42998,-0.963105,-0.429517,1.6732,3.6941
2,0,-0.338457,0.302477,4.65328,0.650884,1.42858,-0.964689,-0.426298,1.67352,3.69366
3,0,-0.342423,0.305184,4.6549,0.650763,1.42627,-0.966962,-0.422065,1.67392,3.69304
4,0,-0.347456,0.308937,4.65702,0.650916,1.423,-0.970022,-0.416969,1.67436,3.69214
5,0,-0.353689,0.31367,4.65953,0.651832,1.41878,-0.973873,-0.411368,1.67479,3.69086
6,0,-0.361302,0.31926,4.66229,0.654202,1.41371,-0.978409,-0.405772,1.67509,3.68916
7,0,-0.370416,0.325606,4.66522,0.658644,1.40785,-0.983512,-0.40068,1.67519,3.68708
8,0,-0.380991,0.332672,4.66842,0.665433,1.40124,-0.989147,-0.39641,1.67508,3.68476
9,0,-0.392824,0.340419,4.67209,0.674411,1.39399,-0.995374,-0.393023,1.67482,3.68234
10,0,-0.405599,0.348724,4.67645,0.685046,1.38635,-1.00234,-0.390328,1.67457,3.67989
11,0,-0.418893,0.357346,4.68164,0.696515,1.37872,-1.01025,-0.387966,1.67458,3.67732
12,0,-0.432153,0.365904,4.68764,0.707784,1.37166,-1.01933,-0.385503,1.67509,3.67441
13,0,-0.444766,0.373827,4.69432,0.717793,1.3659,-1.02972,-0.382551,1.67636,3.67085
14,0,-0.456225,0.380427,4.70148,0.725751,1.36224,-1.04141,-0.378893,1.67856,3.66644
15,0,-0.466265,0.385183,4.70897,0.731394,1.36122,-1.05422,-0.374569,1.68173,3.66123
16,0,-0.474946,0.388062,4.71681,0.735084,1.3627,-1.06776,-0.369869,1.68566,3.65559
17,0,-0.482667,0.389581,4.72511,0.737683,1.36586,-1.08166,-0.365189,1.69,3.65004
